Disease	MyCancerGenome Gene category	genes	Entrez gene name	Gene ID	Drug name	pubchem drug name	pubchem drug id	Other drug names	clinical trial ID	indication of drug-gene interaction	Interaction type
Colorectal cancer	AKT1	PADI3	PADI3	51702	ADI-PEG 20	N/A	N/A	N/A	NCT01665183	Purpose: Arginine deiminase (ADI) is an enzyme from microbes that degrades arginine. ADI has been formulated with polyethylene glycol, and has been used to treat patients that have cancers that require arginine.	inhibitor
Colorectal cancer	AKT1	PADI4	PADI4	23569	ADI-PEG 20	N/A	N/A	N/A	NCT01665183	Purpose: Arginine deiminase (ADI) is an enzyme from microbes that degrades arginine. ADI has been formulated with polyethylene glycol, and has been used to treat patients that have cancers that require arginine.	inhibitor
Colorectal cancer	AKT1	PADI6	PADI6	353238	ADI-PEG 20	N/A	N/A	N/A	NCT01665183	Purpose: Arginine deiminase (ADI) is an enzyme from microbes that degrades arginine. ADI has been formulated with polyethylene glycol, and has been used to treat patients that have cancers that require arginine.	inhibitor
Colorectal cancer	AKT1	Mek	MAP2k1	5604	trametinib	trametinib	11707110	GSK1120212	NCT01740648	Purpose: Trametinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Official title: MEK Inhibitor Trametinib	inhibitor
Colorectal cancer	AKT1	Mek	MAP2k2	5605	trametinib	trametinib	11707110	GSK1120212	NCT01740648	Purpose: Trametinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Official title: MEK Inhibitor Trametinib	inhibitor
Colorectal cancer	AKT1	Mek	MAP2K3	5606	trametinib	trametinib	11707110	GSK1120212	NCT01740648	Purpose: Trametinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Official title: MEK Inhibitor Trametinib	inhibitor
Colorectal cancer	AKT1	Mek	MAP2K4	6416	trametinib	trametinib	11707110	GSK1120212	NCT01740648	Purpose: Trametinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Official title: MEK Inhibitor Trametinib	inhibitor
Colorectal cancer	AKT1	Mek	MAP2K5	5607	trametinib	trametinib	11707110	GSK1120212	NCT01740648	Purpose: Trametinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Official title: MEK Inhibitor Trametinib	inhibitor
Colorectal cancer	AKT1	Mek	MAP2k6	5608	trametinib	trametinib	11707110	GSK1120212	NCT01740648	Purpose: Trametinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Official title: MEK Inhibitor Trametinib	inhibitor
Colorectal cancer	AKT1	Mek	MAP2k7	5609	trametinib	trametinib	11707110	GSK1120212	NCT01740648	Purpose: Trametinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Official title: MEK Inhibitor Trametinib	inhibitor
Colorectal cancer	AKT1	Notch1	Notch1	4851	OMP-52M51	N/A	N/A	N/A	NCT01778439	Exclusion criteria: Prior treatment with gamma secretase inhibitors or other Notch 1 inhibitors	inhibitor
Colorectal cancer	AKT1	Mct1	SLC16A1	6566	AZD3965	N/A	N/A	N/A	NCT01791595	Purpose: AZD3965 is a type of drug called a monocarboxylate transporter 1 inhibitor. %Official title:  AZD3965, a Monocarboxylate Transporter 1 Inhibitor (MCT1)	inhibitor
Colorectal cancer	AKT1	Akt	Akt1	207	MK2206	MK2206	46930998	N/A	NCT01802320	Purpose:  Akt inhibitor MK2206	inhibitor
Colorectal cancer	BRAF	PKC	PRRT2	112476	bryostatin 	bryostatin 	25235992	B705008K112	NCT00112476	N/A	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	PLX3603	N/A	N/A	RO5212054	NCT01143753	Purpose: efficacy of RO5212054 [PLX3603] in patients with BRAF V600-mutated advanced solid tumours. %Official title:  BRAF Inhibitor RO5212054 (PLX3603)	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	GSK2118436	GSK2118436	44516822	N/A	NCT01231594	Purpose: provide continued access to GSK2118436 for eligible subjects with BRAF mutation-positive tumors. %Official title: Treatment With GSK2118436 to Subjects With BRAF Mutation-Positive Tumors.	inhibitor
Colorectal cancer	BRAF	Abl	Abl	45821	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	DDR2	DDR2	4921	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	Eph2A	EphA2	1969	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	FGFR1	FGFR1	2260	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	FGFR2	FGFR2	2263	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	KIT	KIT	3815	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	PDGFR-alpha	PDGFRA	5156	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	PDGFR-beta	PDGFRB	5159	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	PTK5	FRK	2444	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	RAF-1	RAF-1	5894	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	RET	RET	5979	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	SAPK2	MAPk11	5600	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	TIE2	TEK	7010	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	TrkA	NTRK1	4914	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	VEGFR1	FLT1	2321	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	VEGFR2	KDR	3791	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	VEGFR3	FLT4	2324	regorafenib	Regorafenib	11167602	N/A	NCT01298570	N/A	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	LGX818	N/A	N/A	N/A	NCT01436656	Purpose: LGX818 (daily, twice daily and/or every-other-day), a RAF kinase inhibitor. %Inclusion criteria: documentation of BRAF V600E mutation, or any other BRAF V600 mutation	inhibitor
Colorectal cancer	BRAF	KRAS	KRAS	3845	GS-6624	N/A	N/A	N/A	NCT01479465	Official title: GS-6624 Combined With FOLFIRI as Second Line Treatment for Metastatic KRAS Mutant Colorectal Adenocarcinoma. %Inclusion criteria: Metastatic Colorectal Carcinoma with KRAS mutation.	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	Vemurafenib	Vemurafenib	42611257	Zelboraf	NCT01524978	Official title: Vemurafenib in Patients With BRAF V600 Mutation-positive Cancers. %Inclusion criteria: Histologically confirmed cancers (excluding melanoma and papillary thyroid cancer) with a BRAF V600 mutation	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	vemurafenib	Vemurafenib	42611257	Zelboraf	NCT01531361	Official title: Vemurafenib (BRAF Inhibitor). %Inclusion criteria: Patients with advanced or metastatic cancers and BRAF mutations 	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3CA	5290	PX-866	PX-866	9849735	N/A	NCT01616199	Purpose: The purpose of the phase 1 portion of the study is to determine PX-866 in combination vemurafenib in patients with any advanced BRAF-mutant cancer. %Official title: Study of PI-3K Inhibition With PX-866 Combined With Vemurafenib (BRAF Inhibitor) %Inclusion criteria: must have histologically or cytologically-confirmed advanced cancer that is BRAF mutation-positive	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3CB	5291	PX-866	PX-866	9849735	N/A	NCT01616199	Purpose: The purpose of the phase 1 portion of the study is to determine PX-866 in combination vemurafenib in patients with any advanced BRAF-mutant cancer. %Official title: Study of PI-3K Inhibition With PX-866 Combined With Vemurafenib (BRAF Inhibitor) %Inclusion criteria: must have histologically or cytologically-confirmed advanced cancer that is BRAF mutation-positive	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3CG	5294	PX-866	PX-866	9849735	N/A	NCT01616199	Purpose: The purpose of the phase 1 portion of the study is to determine PX-866 in combination vemurafenib in patients with any advanced BRAF-mutant cancer. %Official title: Study of PI-3K Inhibition With PX-866 Combined With Vemurafenib (BRAF Inhibitor) %Inclusion criteria: must have histologically or cytologically-confirmed advanced cancer that is BRAF mutation-positive	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3CD	5293	PX-866	PX-866	9849735	N/A	NCT01616199	Purpose: The purpose of the phase 1 portion of the study is to determine PX-866 in combination vemurafenib in patients with any advanced BRAF-mutant cancer. %Official title: Study of PI-3K Inhibition With PX-866 Combined With Vemurafenib (BRAF Inhibitor) %Inclusion criteria: must have histologically or cytologically-confirmed advanced cancer that is BRAF mutation-positive	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R1	5295	PX-866	PX-866	9849735	N/A	NCT01616199	Purpose: The purpose of the phase 1 portion of the study is to determine PX-866 in combination vemurafenib in patients with any advanced BRAF-mutant cancer. %Official title: Study of PI-3K Inhibition With PX-866 Combined With Vemurafenib (BRAF Inhibitor) %Inclusion criteria: must have histologically or cytologically-confirmed advanced cancer that is BRAF mutation-positive	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R2	5296	PX-866	PX-866	9849735	N/A	NCT01616199	Purpose: The purpose of the phase 1 portion of the study is to determine PX-866 in combination vemurafenib in patients with any advanced BRAF-mutant cancer. %Official title: Study of PI-3K Inhibition With PX-866 Combined With Vemurafenib (BRAF Inhibitor) %Inclusion criteria: must have histologically or cytologically-confirmed advanced cancer that is BRAF mutation-positive	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R3	8503	PX-866	PX-866	9849735	N/A	NCT01616199	Purpose: The purpose of the phase 1 portion of the study is to determine PX-866 in combination vemurafenib in patients with any advanced BRAF-mutant cancer. %Official title: Study of PI-3K Inhibition With PX-866 Combined With Vemurafenib (BRAF Inhibitor) %Inclusion criteria: must have histologically or cytologically-confirmed advanced cancer that is BRAF mutation-positive	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R4	30849	PX-866	PX-866	9849735	N/A	NCT01616199	Purpose: The purpose of the phase 1 portion of the study is to determine PX-866 in combination vemurafenib in patients with any advanced BRAF-mutant cancer. %Official title: Study of PI-3K Inhibition With PX-866 Combined With Vemurafenib (BRAF Inhibitor) %Inclusion criteria: must have histologically or cytologically-confirmed advanced cancer that is BRAF mutation-positive	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R5	23533	PX-866	PX-866	9849735	N/A	NCT01616199	Purpose: The purpose of the phase 1 portion of the study is to determine PX-866 in combination vemurafenib in patients with any advanced BRAF-mutant cancer. %Official title: Study of PI-3K Inhibition With PX-866 Combined With Vemurafenib (BRAF Inhibitor) %Inclusion criteria: must have histologically or cytologically-confirmed advanced cancer that is BRAF mutation-positive	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R6	146850	PX-866	PX-866	9849735	N/A	NCT01616199	Purpose: The purpose of the phase 1 portion of the study is to determine PX-866 in combination vemurafenib in patients with any advanced BRAF-mutant cancer. %Official title: Study of PI-3K Inhibition With PX-866 Combined With Vemurafenib (BRAF Inhibitor) %Inclusion criteria: must have histologically or cytologically-confirmed advanced cancer that is BRAF mutation-positive	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	Vemurafenib	Vemurafenib	42611257	PLX4032	NCT01636622	Purpose: Vemurafenib is designed to block a protein (called mutated BRAF). %Inclusion criteria: Patient must have histologically or cytologically confirmed diagnosis of advanced solid tumor or lymphoma harboring a BRAF mutation	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	Dabrafenib	Dabrafenib mesylate	44516822	N/A	NCT01677741	Purpose: dabrafenib in pediatric subjects with advanced BRAF V600 mutation-positive solid tumors. %Official title: Dabrafenib in Pediatric Subjects Aged 1 Month to <18 Years With Advanced BRAF V600-Mutation. %Inclusion criteria: BRAF V600 mutation-positive tumor.	inhibitor
Colorectal cancer	BRAF	EGFR	EGFR	1956	Panitumumab	N/A	N/A	N/A	NCT01704703	N/A	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	Dabrafenib	Dabrafenib mesylate	44516822	GSK2118436	NCT01713972	Purpose: Dabrafenib and pazopanib hydrochloride may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Assigned intervention: BRAF inhibitor GSK2118436. %Inclusion criteria: Tumors must carry the BRAF mutation	inhibitor
Colorectal cancer	BRAF	EGFR	EGFR	1956	cetuximab	N/A	N/A	N/A	NCT01718808	N/A	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3CA	5290	BYL719	BYL719	56649450	N/A	NCT01719380	Keywords: PI3K inhibitor	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3CB	5291	BYL719	BYL719	56649450	N/A	NCT01719380	Keywords: PI3K inhibitor	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3CG	5294	BYL719	BYL719	56649450	N/A	NCT01719380	Keywords: PI3K inhibitor	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3CD	5293	BYL719	BYL719	56649450	N/A	NCT01719380	Keywords: PI3K inhibitor	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R1	5295	BYL719	BYL719	56649450	N/A	NCT01719380	Keywords: PI3K inhibitor	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R2	5296	BYL719	BYL719	56649450	N/A	NCT01719380	Keywords: PI3K inhibitor	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R3	8503	BYL719	BYL719	56649450	N/A	NCT01719380	Keywords: PI3K inhibitor	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R4	30849	BYL719	BYL719	56649450	N/A	NCT01719380	Keywords: PI3K inhibitor	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R5	23533	BYL719	BYL719	56649450	N/A	NCT01719380	Keywords: PI3K inhibitor	inhibitor
Colorectal cancer	BRAF	PI3K	PIK3R6	146850	BYL719	BYL719	56649450	N/A	NCT01719380	Keywords: PI3K inhibitor	inhibitor
Colorectal cancer	BRAF	EGFR	EGFR	1956	cetuximab	N/A	N/A	N/A	NCT01719380	Keywords: EGFR; cetuximab	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	LGX818	N/A	N/A	N/A	NCT01719380	keywords: BRAF inhibitor	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	dabrafenib	Dabrafenib mesylate	44516822	GSK2118436	NCT01750918	Official title: BRAF Inhibitor. %Detailed description: subjects with BRAF-mutation	inhibitor
Colorectal cancer	BRAF	EGFR	EGFR	1956	Panitumumab	N/A	N/A	N/A	NCT01750918	Purpose: anti-EGFR antibody panitumumab. %Official title: Anti-EGFR Antibody Panitumumab. %Detailed description: anti-EGFR antibody panitumumab	inhibitor
Colorectal cancer	BRAF	MEK	MAP2k1	5604	trametinib	trametinib	11707110	GSK1120212	NCT01750918	Official title: MEK Inhibitor GSK1120212	inhibitor
Colorectal cancer	BRAF	MEK	MAP2k2	5605	trametinib	trametinib	11707110	GSK1120212	NCT01750918	Official title: MEK Inhibitor GSK1120212	inhibitor
Colorectal cancer	BRAF	MEK	MAP2K3	5606	trametinib	trametinib	11707110	GSK1120212	NCT01750918	Official title: MEK Inhibitor GSK1120212	inhibitor
Colorectal cancer	BRAF	MEK	MAP2K4	6416	trametinib	trametinib	11707110	GSK1120212	NCT01750918	Official title: MEK Inhibitor GSK1120212	inhibitor
Colorectal cancer	BRAF	MEK	MAP2K5	5607	trametinib	trametinib	11707110	GSK1120212	NCT01750918	Official title: MEK Inhibitor GSK1120212	inhibitor
Colorectal cancer	BRAF	MEK	MAP2k6	5608	trametinib	trametinib	11707110	GSK1120212	NCT01750918	Official title: MEK Inhibitor GSK1120212	inhibitor
Colorectal cancer	BRAF	MEK	MAP2k7	5609	trametinib	trametinib	11707110	GSK1120212	NCT01750918	Official title: MEK Inhibitor GSK1120212	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	Vemurafenib	Vemurafenib	42611257	N/A	NCT01765543	Purpose: in patients with unresectable BRAFV600-mutation positive metastatic melanoma or other malignant tumor type that harbors a V600-activating mutation of BRAF. %Inclusion criteria: positive for the BRAFV600 mutation or other malignant tumor type that harbors a V600-activating mutation of BRAF	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	Vemurafenib	Vemurafenib	42611257	N/A	NCT01767623	Purpose:  vemurafenib in patients with BRAF V600 mutation positive cancer. %Official title: Vemurafenib in BRAF V600 Mutation Positive Cancer Patients. %Inclusion criteria: confirmed BRAF V600 mutation	inhibitor
Colorectal cancer	BRAF	ERK1	MAPK3	5595	BVD-523	N/A	N/A	N/A	NCT01781429	Official title: BVD-523, an ERK 1/2 Inhibitor. 	inhibitor
Colorectal cancer	BRAF	ERK2	MAPK1	5594	BVD-523	N/A	N/A	N/A	NCT01781429	Official title: BVD-523, an ERK 1/2 Inhibitor. 	inhibitor
Colorectal cancer	BRAF	EGFR	EGFR	1956	Cetuximab	N/A	N/A	Erbitux	NCT01791309	Purpose: Vemurafenib is designed to block BRAFV600. %Official title: Patients With BRAF V600 Mutant Advanced Solid Malignancies. %Inclusion criteria: Cancers with positive BRAF V600 mutation	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	vemurafenib	Vemurafenib	42611257	N/A	NCT01791309	Purpose: treatment is being tested in a subgroup of patients with colorectal cancer whose tumors have changes in the BRAF gene that may make them more likely to respond to this new drug combination. %Inclusion criteria: Patient must have metastatic colorectal cancer with a V600E BRAF mutation. %Keywords: V600E BRAF mutation	inhibitor
Colorectal cancer	BRAF	BRAF	BRAF	673	Vemurafenib	Vemurafenib	42611257	PLX4032, PLX4032	NCT01791309	Purpose: Vemurafenib is designed to block BRAFV600. %Official title: Patients With BRAF V600 Mutant Advanced Solid Malignancies. %Inclusion criteria: Cancers with positive BRAF V600 mutation	inhibitor
Colorectal cancer	KRAS	EGFR	EGFR	1956	cetuximab	N/A	N/A	N/A	NCT00326495	Purpose: Therapies targeting EGFR, like cetuximab, have shown activity in the treatment of solid tumors like CRC. %Inclusion criteria: Tumor should express EGFR	inhibitor
Colorectal cancer	KRAS	RAF	BRAF	673	Sorafenib	Sorafenib	406563	Bay 43-9006	NCT00326495	Purpose: BAY 43-9006 is both a Raf kinase inhibitor and an inhibitor of VEGF receptor (VEGFR2) tyrosine kinase. Therapies targeting EGFR, like cetuximab, have shown activity in the treatment of solid tumors like CRC. %Inclusion criteria: Tumor should express EGFR	inhibitor
Colorectal cancer	KRAS	RAF	RAF1	5894	Sorafenib	Sorafenib	406563	Bay 43-9006	NCT00326495	Purpose: BAY 43-9006 is both a Raf kinase inhibitor and an inhibitor of VEGF receptor (VEGFR2) tyrosine kinase. Therapies targeting EGFR, like cetuximab, have shown activity in the treatment of solid tumors like CRC. %Inclusion criteria: Tumor should express EGFR	inhibitor
Colorectal cancer	KRAS	VEGFR	FLT1	2321	Sorafenib	Sorafenib	406563	Bay 43-9006	NCT00326495	Purpose: BAY 43-9006 is both a Raf kinase inhibitor and an inhibitor of VEGF receptor (VEGFR2) tyrosine kinase. Therapies targeting EGFR, like cetuximab, have shown activity in the treatment of solid tumors like CRC. %Inclusion criteria: Tumor should express EGFR	inhibitor
Colorectal cancer	KRAS	VEGFR	KDR	3791	Sorafenib	Sorafenib	406563	Bay 43-9006	NCT00326495	Purpose: BAY 43-9006 is both a Raf kinase inhibitor and an inhibitor of VEGF receptor (VEGFR2) tyrosine kinase. Therapies targeting EGFR, like cetuximab, have shown activity in the treatment of solid tumors like CRC. %Inclusion criteria: Tumor should express EGFR	inhibitor
