Molecular Target	Entrez Gene Name	Enterez Gene Id	Drug name	Other drug name	Pubchem name	CID	SID	Interaction type	Mode of action	Clinical Trial ID(s)	Detail	Phase	Include this entry?	Comments
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01653912	Recurrent platinum-resistant ovarian cancer An Open-Label Phase I/II Study of GSK2110183 in Combination With Carboplatin and Paclitaxel in Subjects With Platinum-Resistant Ovarian Cancer	I/II	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01696032	Ovarian Cancer A Randomized, Controlled, Open-Label, Phase 2 Trial of SGI-110 and Carboplatin in Subjects With Platinum-Resistant Recurrent Ovarian Cancer	I/II	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01711970	Recurrent, Platinum-Resistant Ovarian, Fallopian Tube or Primary Peritoneal Cancer A Phase I/II Trial of Multiple Dose VB-111 and Weekly Paclitaxel for the Treatment of Recurrent Platinum-Resistant Mllerian Cancer	I/II	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01235897	Advanced HER2-overexpressing solid tumors A Phase Ib Dose-escalation Trial of the AKT Inhibitor MK2206 in Combination With Weekly Paclitaxel With or Without Trastuzumab	Ib	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT00585052	Platinum-refractory or -resistant ovarian cancer A Phase II Study of Interaction of Lovastatin and Paclitaxel For Patients With Refractory or Relapsed Ovarian Cancer	II	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01097746	Newly diagnosed stage III, IV ovarian epithelial cancer First-line Treatment of Weekly Paclitaxel With Carboplatin and Bevacizumab in Ovarian Cancer	II	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01196429	Newly diagnosed stage III or stage IV clear cell ovarian cancer. Temsirolimus, Carboplatin, and Paclitaxel as First-Line Therapy in Treating Patients With Newly Diagnosed Stage III or Stage IV Clear Cell Ovarian Cancer	II	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01357161	Platinum-sensitive p53 mutant ovarian cancer A Randomized, Phase II Study Evaluating MK-1775 in Combination With Paclitaxel and Carboplatin Versus Paclitaxel and Carboplatin Alone in Adult Patients With Platinum Sensitive p53 Mutant Ovarian Cancer	II	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01616303	Newly diagnosed advanced ovarian cancer Phase 2: A Randomized Controlled Study on Effectiveness of Chemotherapy (Carboplatin-Paclitaxel) Versus Chemo-immunotherapy (Carboplatin-Paclitaxel-Oregovomab) in Patients With Advanced Epithelial Ovarian, Adnexal or Peritoneal Carcinoma	II	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01716715	Recurrent epithelial ovarian cancer A RANDOMIZED PHASE II STUDY OF NCI SUPPLIED CABOZANTINIB (NSC #761968 IND #116059) VERSUS WEEKLY PACLITAXEL (NSC #673089) IN THE TREATMENT OF PERSISTENT OR RECURRENT EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	II	1	
Bcl2	BCL2	596	Paclitaxel, Paclitaxel Poliglumex	Anzatax, Asotax, Bristaxol, paclitaxel-polyglutamate polymer, polyglutamate paclitaxel, polyglutamic acid paclitaxel, Poly-L-Glutamic acid-Paclitaxel Conjugate, Praxel, Taxol, Taxol Konzentrat, TXL, Xyotax	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT00108745	Stage III-IV ovarian epithelial cancer Paclitaxel or Polyglutamate Paclitaxel or Observation in Treating Patients With Stage III or Stage IV Ovarian Epithelial or Peritoneal Cancer or Fallopian Tube Cancer	III	1	
Bcl2	BCL2	596	Paclitaxel, Paclitaxel Poliglumex	Anzatax, Asotax, Bristaxol, paclitaxel-polyglutamate polymer, polyglutamate paclitaxel, polyglutamic acid paclitaxel, Poly-L-Glutamic acid-Paclitaxel Conjugate, Praxel, Taxol, Taxol Konzentrat, TXL, Xyotax	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT00108745	Stage III-IV ovarian epithelial cancer Paclitaxel or Polyglutamate Paclitaxel or Observation in Treating Patients With Stage III or Stage IV Ovarian Epithelial or Peritoneal Cancer or Fallopian Tube Cancer	III	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT00565851	Recurrent ovarian epithelial cancer Carboplatin and Paclitaxel With or Without Bevacizumab After Surgery in Treating Patients With Recurrent Ovarian Epithelial Cancer, Primary Peritoneal Cavity Cancer, or Fallopian Tube Cancer	III	1	Bevacizumab is already approved for ovarian cancer
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT00954174	Persistent or recurrent ovarian cancer Paclitaxel and Carboplatin or Ifosfamide in Treating Patients With Newly Diagnosed Persistent or Recurrent Uterine or Ovarian Cancer	III	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01081262	Newly diagnosed ovarian cancer (before chemotherapy), diagnosed stage II, stage III, or stage IV or recurrent stage I ovarian cancer Carboplatin and Paclitaxel or Oxaliplatin and Capecitabine, With or Without Bevacizumab, as First-Line Therapy in Treating Patients With Newly Diagnosed Stage II, Stage III, Stage IV, or Recurrent Stage I Epithelial Ovarian Cancer or Fallopian Tube Cancer	III	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01167712	Stage III, IV ovarian epithelial cancer Paclitaxel and Carboplatin With or Without Bevacizumab in Treating Patients With Stage III or Stage IV Ovarian Epithelial Cancer, Primary Peritoneal Cancer, or Fallopian Tube Cancer	III	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01239732	Newly diagnosed advanced ovarian cncer Global Study to Assess the Addition of Bevacizumab to Carboplatin and Paclitaxel as Front-line Treatment of Epithelial Ovarian Cancer, Fallopian Tube Carcinoma or Primary Peritoneal Carcinoma	III	1	Bevacizumab is already approved for ovarian cancer
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01493505	Newly diagnosed stage III-IV ovarian epithelial cancer A Phase 3 Randomized, Double-blind, Placebo-controlled, Multicenter Study of AMG 386 With Paclitaxel and Carboplatin as First-line Treatment of Subjects With FIGO Stage III-IV Epithelial Ovarian, Primary Peritoneal or Fallopian Tube Cancers	III	1	
Bcl2	BCL2	596	Paclitaxel	Anzatax, Asotax, Bristaxol, Praxel, Taxol, Taxol Konzentrat, TXL	Paclitaxel	36314	N/A	inhibitor	Tubulin and Bcl2 inhibitor	NCT01849874	Recurrent low grade serous ovarian , fallopian tube, peritoneal cancer A Study of MEK162 vs. Physician's Choice Chemotherapy in Patients With Low-grade Serous Ovarian, Fallopian Tube or Peritoneal Cancer	III	1	
IAP inhibitor	BIRC2	329	Birinapant	Smac Mimetic TL32711, TL32711	Birinapant	49836020	N/A	antagonist	inhibitor of apoptosis (IAP) antagonist	NCT01681368	Platinum Resistant or Refractory Epithelial Ovarian Cancer Phase II Open Label Non-Randomized Single Agent Study of the SMAC (Second Mitochondrial-Derived Activator of Caspases)-Mimetic Birinapant (TL32711; NSC 756502) in Relapsed Platinum Resistant or Refractory Epithelial Ovarian Cancer, Primary Peritoneal	II	1	
ALK1 ligands (TGFbeta family)	BMP10	27302	Dalantercept	ACE-041, ALK1-Fc Fusion Protein ACE-041	Dalantercept	N/A	160693095	inhibitor	ALK1 inhibitor	NCT01720173	Recurrent epithelial ovarian cancer A Phase II Evaluation of Dalantercept (NSC #75172, IND #116598), a Novel Soluble Recombinant Activin Receptor-Like Kinase 1 (ALK-1) Inhibitor Receptor Fusion Protein, in the Treatment of Persistent or Recurrent Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Carcinoma	II	1	
RAF	BRAF	673	Sorafenib	BAY 43-9006, BAY 43-9006 tosylate salt, Nexavar	Sorafenib	216239	N/A	inhibitors	RAF, VEGFR2, and PDGFR-beta inhibitors	NCT01303341	Advanced solid tumors A Phase I Trial of Riluzole and Sorafenib in Patients With Advanced Solid Tumors and Melanoma	I	1	
BRAF	BRAF	673	Vemurafenib	PLX4032, RO5185426, Zelboraf	Vemurafenib	23252090	N/A	inhibitor	BRAF kinase inhibitor	NCT01596140	B-RAF mutated advanced solid tumors A Phase I Dose-Escalation Study of the BRAF Inhibitor Vemurafenib (Zelboraf) in Combination With an mTOR Inhibitor, Everolimus (Afinitor) or Temsirolimus (Torisel), in Subjects With Advanced Cancer	I	1	
BRAF	BRAF	673	Dabrafenib	BRAF inhibitor GSK2118436, GSK2118436, Tafinlar	GSK 2118436	44516822	N/A	inhibitor	BRAF kinase inhibitor	NCT01902173	BRAF V600 mutant metastatic cancer Phase I/II Study of the Safety and Efficacy of the AKT Inhibitor GSK2141795 in Combination With the BRAF Inhibitor Dabrafenib in Patients With BRAF Mutant Cancer	I	1	
RAF	BRAF	673	LGX818	Raf Kinase Inhibitor LGX818	N/A	N/A	N/A	inhibitor	RAF inhibitor	NCT01543698	Solid Tumors Harboring a BRAF V600 Mutation A Phase Ib/II Study of LGX818 in Combination With MEK162 in Adult Patients With BRAF Dependent Advanced Solid Tumors	Ib/II	1	
c-Met	c-Met	4233	EMD 1214063	N/A	N/A	N/A	N/A	inhibitor	c-Met kinase inhibitor	NCT01014936	Patients With Solid Tumors, Either Refractory to Standard Therapy or for Which no Effective Standard Therapy is Available A Phase I Open-label, Non-randomized, Dose-escalation First-in-man Trial to Investigate the c-Met Kinase Inhibitor EMD 1214063 Under Two Different Regimens in Subjects With Advanced Solid Tumors	I	1	
c-Met	c-Met	4233	AMG 337	N/A	N/A	N/A	N/A	inhibitor	c-Met inhibitor	NCT01253707	Advanced solid tumors A Phase 1, First-In-Human Study Evaluating the Safety, Tolerability, and Pharmacokinetics of AMG 337 in Adult Subjects With Advanced Solid Tumors	I	1	
c-Met	c-Met	4233	INC280	N/A	N/A	N/A	N/A	inhibitor	c-Met kinase inhibitor	NCT01324479	c-Met dependent advanced solid tumors A Phase I Open-label Dose Escalation Study With Expansion to Assess the Safety and Tolerability of INC280 in Patients With c-MET Dependent Advanced Solid Tumors	I	1	
c-Met	c-Met	4233	Cabozantanib	Cabozantinib, Cometriq	cabozantinib	25102847	N/A	inhibitor	RTK, HGFR, VEGFR2, KIT, Flt3, and Tie-2 inhibitor	NCT01716715	Recurrent epithelial ovarian cancer A RANDOMIZED PHASE II STUDY OF NCI SUPPLIED CABOZANTINIB (NSC #761968 IND #116059) VERSUS WEEKLY PACLITAXEL (NSC #673089) IN THE TREATMENT OF PERSISTENT OR RECURRENT EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	II	1	
Caspases	CASP3	836	Idronoxil	Phenoxodiol	phenoxodiol	219100	N/A	inhibitor	Caspase activator, XIAP inhibitor, FLIP suppressor, and TOPO II inhibitor	NCT00303888	Platinum-sensitive, recurrent ovarian epithelial cancer Docetaxel With or Without Phenoxodiol in Treating Patients With Recurrent Advanced Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cavity Cancer	I/II	1	
CD27	CD27	939	CDX-1127	Anti-CD27 Monoclonal Antibody CDX-1127	N/A	N/A	N/A	immunostimulator	immunostimulator	NCT01460134	Recurrent or refractory ovarian cancer A Phase 1, Open-label, Dose-escalation, Safety and Pharmacokinetic Study of CDX-1127 in Patients With Selected Refractory or Relapsed Hematologic Malignancies or Solid Tumors	I	1	
UNK Cancer Stem Cell antigen	CD276	80381	MGA271	mab MGA271	N/A	N/A	N/A	antigen	immunological response against cancer antigen	NCT01391143	B7-H3 over-expressing adv cancer A Phase 1 Dose Escalation Study of MGA271 in Refractory Cancer	I	1	
CDK1, 2, 3, 4, 7, 9	CDK1	983	BAY 1000394	pan-CDK Inhibitor BAY1000394	N/A	N/A	N/A	inhibitor	pan-CDK inhibitor	NCT01188252	Advanced Cancer Clinical Study to Evaluate the Maximum Tolerated Dose of BAY1000394 Given in a 3 Days on / 4 Days Off Schedule in Subjects With Advanced Malignancies	I	1	
CDK1, 2, 5, 9	CDK1	983	Dinaciclib	SCH 727965, CDK inhibitor SCH 727965	dinaciclib	46926350	N/A	inhibitor	CDK inhibitor	NCT01676753	Advanced solid tumors Phase I/Ib Dose-escalation of Dinaciclib With Weekly Paclitaxel for Advanced Solid Tumor Malignancies & Assessment of MYC Oncogene Overexpression	I	1	
CDK1, 2, 5, 9	CDK1	983	Dinaciclib	SCH 727965, CDK inhibitor SCH 727965	dinaciclib	46926350	N/A	inhibitor	CDK inhibitor	NCT01676753	Advanced solid tumors Phase I/Ib Dose-escalation of Dinaciclib With Weekly Paclitaxel for Advanced Solid Tumor Malignancies & Assessment of MYC Oncogene Overexpression	I	1	
CDK1, 2, 3, 4, 7, 9	CDK2	1017	BAY 1000394	pan-CDK Inhibitor BAY1000394	N/A	N/A	N/A	inhibitor	pan-CDK inhibitor	NCT01188252	Advanced Cancer Clinical Study to Evaluate the Maximum Tolerated Dose of BAY1000394 Given in a 3 Days on / 4 Days Off Schedule in Subjects With Advanced Malignancies	I	1	
CDK1, 2, 5, 9	CDK2	1017	Dinaciclib	SCH 727965, CDK inhibitor SCH 727965	dinaciclib	46926350	N/A	inhibitor	CDK inhibitor	NCT01676753	Advanced solid tumors Phase I/Ib Dose-escalation of Dinaciclib With Weekly Paclitaxel for Advanced Solid Tumor Malignancies & Assessment of MYC Oncogene Overexpression	I	1	
CDK1, 2, 5, 9	CDK2	1017	Dinaciclib	SCH 727965, CDK inhibitor SCH 727965	dinaciclib	46926350	N/A	inhibitor	CDK inhibitor	NCT01676753	Advanced solid tumors Phase I/Ib Dose-escalation of Dinaciclib With Weekly Paclitaxel for Advanced Solid Tumor Malignancies & Assessment of MYC Oncogene Overexpression	I	1	
CDK1, 2, 3, 4, 7, 9	CDK3	1018	BAY 1000394	pan-CDK Inhibitor BAY1000394	N/A	N/A	N/A	inhibitor	pan-CDK inhibitor	NCT01188252	Advanced Cancer Clinical Study to Evaluate the Maximum Tolerated Dose of BAY1000394 Given in a 3 Days on / 4 Days Off Schedule in Subjects With Advanced Malignancies	I	1	
CDK1, 2, 3, 4, 7, 9	CDK4	1019	BAY 1000394	pan-CDK Inhibitor BAY1000394	N/A	N/A	N/A	inhibitor	pan-CDK inhibitor	NCT01188252	Advanced Cancer Clinical Study to Evaluate the Maximum Tolerated Dose of BAY1000394 Given in a 3 Days on / 4 Days Off Schedule in Subjects With Advanced Malignancies	I	1	
CDK4/6	CDK4	1019	LEE011	CDK4/6 Inhibitor LEE011	N/A	N/A	N/A	inhibitor	CDK4/6 inhibitor	NCT01237236	Advanced cancer A Trial of LEE011 in Patients With Advanced Solid Tumors or Lymphoma	I	1	
CDK4/6	CDK4	1019	LY2835219	CDK4/6 Dual Inhibitor LY2835219	CS1229	71576678	N/A	inhibitor	CDK4/6 inhibitor	NCT01394016	Advanced Cancer A Phase 1 Study of LY2835219 In Subjects With Advanced Cancer	I	1	
CDK4/6	CDK4	1019	Palbociblib	PD0332991	CID 5330286	5330286	N/A	inhibitor	CDK4/6 inhibitor	NCT01037790	Recurrent Ovarian Cancer Phase II Trial of the Cyclin-Dependent Kinase Inhibitor PD 0332991 in Patients With Cancer	II	1	
CDK4/6	CDK4	1019	Palbociblib	PD0332991	CID 5330286	5330286	N/A	inhibitor	CDK4/6 inhibitor	NCT01536743	Recurrent Ovarian Cancer Demonstrating Rb-proficiency and Low p16 A Open Label Phase II Study of the Efficacy and Safety of PD0332991 a Selective Inhibitor of the Cyclin Dependent Kinases 4 and 6 in Patients With Recurrent Ovarian Cancer Demonstrating Rb-proficiency and Low p16 Expression	II	1	
CDK1, 2, 5, 9	CDK5	1020	Dinaciclib	SCH 727965, CDK inhibitor SCH 727965	dinaciclib	46926350	N/A	inhibitor	CDK inhibitor	NCT01676753	Advanced solid tumors Phase I/Ib Dose-escalation of Dinaciclib With Weekly Paclitaxel for Advanced Solid Tumor Malignancies & Assessment of MYC Oncogene Overexpression	I	1	
CDK1, 2, 5, 9	CDK5	1020	Dinaciclib	SCH 727965, CDK inhibitor SCH 727965	dinaciclib	46926350	N/A	inhibitor	CDK inhibitor	NCT01676753	Advanced solid tumors Phase I/Ib Dose-escalation of Dinaciclib With Weekly Paclitaxel for Advanced Solid Tumor Malignancies & Assessment of MYC Oncogene Overexpression	I	1	
CDK4/6	CDK6	1021	LEE011	CDK4/6 Inhibitor LEE011	N/A	N/A	N/A	inhibitor	CDK4/6 inhibitor	NCT01237236	Advanced cancer A Trial of LEE011 in Patients With Advanced Solid Tumors or Lymphoma	I	1	
CDK4/6	CDK6	1021	LY2835219	CDK4/6 Dual Inhibitor LY2835219	CS1229	71576678	N/A	inhibitor	CDK4/6 inhibitor	NCT01394016	Advanced Cancer A Phase 1 Study of LY2835219 In Subjects With Advanced Cancer	I	1	
CDK4/6	CDK6	1021	Palbociblib	PD0332991	CID 5330286	5330286	N/A	inhibitor	CDK4/6 inhibitor	NCT01037790	Recurrent Ovarian Cancer Phase II Trial of the Cyclin-Dependent Kinase Inhibitor PD 0332991 in Patients With Cancer	II	1	
CDK4/6	CDK6	1021	Palbociblib	PD0332991	CID 5330286	5330286	N/A	inhibitor	CDK4/6 inhibitor	NCT01536743	Recurrent Ovarian Cancer Demonstrating Rb-proficiency and Low p16 A Open Label Phase II Study of the Efficacy and Safety of PD0332991 a Selective Inhibitor of the Cyclin Dependent Kinases 4 and 6 in Patients With Recurrent Ovarian Cancer Demonstrating Rb-proficiency and Low p16 Expression	II	1	
CDK1, 2, 3, 4, 7, 9	CDK7	1022	BAY 1000394	pan-CDK Inhibitor BAY1000394	N/A	N/A	N/A	inhibitor	pan-CDK inhibitor	NCT01188252	Advanced Cancer Clinical Study to Evaluate the Maximum Tolerated Dose of BAY1000394 Given in a 3 Days on / 4 Days Off Schedule in Subjects With Advanced Malignancies	I	1	
CDK1, 2, 3, 4, 7, 9	CDK9	1025	BAY 1000394	pan-CDK Inhibitor BAY1000394	N/A	N/A	N/A	inhibitor	pan-CDK inhibitor	NCT01188252	Advanced Cancer Clinical Study to Evaluate the Maximum Tolerated Dose of BAY1000394 Given in a 3 Days on / 4 Days Off Schedule in Subjects With Advanced Malignancies	I	1	
CDK1, 2, 5, 9	CDK9	1025	Dinaciclib	SCH 727965, CDK inhibitor SCH 727965	dinaciclib	46926350	N/A	inhibitor	CDK inhibitor	NCT01676753	Advanced solid tumors Phase I/Ib Dose-escalation of Dinaciclib With Weekly Paclitaxel for Advanced Solid Tumor Malignancies & Assessment of MYC Oncogene Overexpression	I	1	
CDK1, 2, 5, 9	CDK9	1025	Dinaciclib	SCH 727965, CDK inhibitor SCH 727965	dinaciclib	46926350	N/A	inhibitor	CDK inhibitor	NCT01676753	Advanced solid tumors Phase I/Ib Dose-escalation of Dinaciclib With Weekly Paclitaxel for Advanced Solid Tumor Malignancies & Assessment of MYC Oncogene Overexpression	I	1	
FLT3	CFLAR	8837	Dovitinib	RTK inhibitor TKI258	Dovitinib	9886808	N/A	inhibitor	Multi-targeted RTK inhibitor	NCT01831726	Advanced Tumors With Mutations or Translocations of FGFR, PDGFR, VEGF, cKIT, FLT3, CSFR1, Trk and RET Dovitinib for Patients With Tumor Pathway Activations Inhibited by Dovitinib	I	1	
FLIP	CFLAR	8837	Idronoxil	Phenoxodiol	Dehydroequol	219100	N/A	inhibitor	Caspase activator, XIAP inhibitor, FLIP suppressor, and TOPO II inhibitor	NCT00303888	Platinum-sensitive, recurrent ovarian epithelial cancer Docetaxel With or Without Phenoxodiol in Treating Patients With Recurrent Advanced Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cavity Cancer	I/II	1	
FLT3	CFLAR	8837	Nintedanib	BIBF 1120, Vargatef	Nintedanib	56843413	N/A	inhibitor	VEGFR, FGFR, PDGFR, and FLT3 inhibitor	NCT01485874	Platinum-resistant or refractory ovarian cancer A Phase I-II Clinical Trial of Pegylated Liposomal Doxorubicin (Doxil) in Combination With BIBF 1120 in Patients With Ovarian Cancer: Hoosier Oncology Group GYN10-149	I/II	1	
FLT3	CFLAR	8837	Nintedanib	BIBF 1120, Vargatef	Nintedanib	56843413	N/A	inhibitor	VEGFR, FGFR, PDGFR, and FLT3 inhibitor	NCT01669798	Bevacizumab resistant recurrent ovarian cancer Phase II Evaluation of BIBF 1120 in the Treatment of Bevacizumab-Resistant, Persistent, or Recurrent Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Carcinoma	II	1	
