entrez_id	entrez_gene_symbol	entrez_gene_synonyms	ensembl_ids
574411	MIR451A	MIR451,MIRN451,hsa-mir-451,hsa-mir-451a	
100093632	DFNA57		
28984	RGCC	C13orf15,RGC-32,RGC32,bA157L14.2	ENSG00000102760
207148	TRY7		
100422212	LOC100422212		
100134040	LOC100134040		
100500919	MIR548Y		
51652	CHMP3	NEDF,VPS24	ENSG00000115561
100302273	MIR1254-1	MIR1254,MIRN1254,hsa-mir-1254,hsa-mir-1254-1	
8330	HIST1H2AK	H2A/d,H2AFD	ENSG00000184348
100506725	LOC100506725		
100507117	LOC100507117		
23220	DTX4	RNF155	ENSG00000110042
28677	TRAV9-2	TCRAV22S1,TCRAV9S2,TRAV92	
389874	ZCCHC13	CNBP2,ZNF9L	ENSG00000187969
55719	FAM178A	C10orf6	ENSG00000119906
256302	C17orf103	Gtlf3b	ENSG00000154035
100507102	LOC100507102		
51112	TRAPPC12	TTC-15,TTC15	ENSG00000171853
55747	FAM21B	FAM21A,bA98I6.1	ENSG00000152726
134353	LSM11		ENSG00000155858
100192307	MUSQTL1		
450239	PHF5EP		
65056	GPBP1	GPBP,SSH6,VASCULIN	ENSG00000062194
55539	KCNQ1DN	BWRT,HSA404617	
643447	LOC643447		
100422432	LOC100422432		
55626	AMBRA1	DCAF3,WDR94	ENSG00000110497
23604	DAPK2	DRP-1,DRP1	ENSG00000035664
730092	RRN3P1		
100529241	HSPE1-MOB4	HSPE1-PHOCN	
100423035	MIR4313		
85503	MOPCB1	MCOPCB1,MOPCB	
283237	TTC9C		ENSG00000162222
727837	SSX2B	CT5.2b	ENSG00000157950
728853	LOC728853		
116255	MOGAT1	DGAT2L,DGAT2L1,MGAT1	ENSG00000124003
553147	AASTH28		
374928	ZNF773	ZNF419B	ENSG00000152439
100506504	LOC100506504		
27315	PGAP2	CWH43-N,FRAG1	ENSG00000148985
100189161	TRNAV17		
654463	FER1L6	C8ORFK23	ENSG00000214814
780900	FGS5		
2307	FOXS1	FKHL18,FREAC10	ENSG00000179772
729970	LOC729970		
6609	SMPD1	ASM,ASMASE,NPD	ENSG00000166311
79590	MRPL24	L24mt,MRP-L18,MRP-L24	ENSG00000143314
9200	PTPLA	CAP,HACD1	ENSG00000165996
5973	RENBP	RBP,RNBP	ENSG00000102032
693156	MIR571	MIRN571,hsa-mir-571	
389072	PLEKHM3	DAPR,PLEKHM1L	ENSG00000178385
27004	TCL6	TNG1,TNG2	
79959	CEP76	C18orf9,HsT1705	ENSG00000101624
100419726	ZNF736P9Y		
147323	STARD6		ENSG00000174448
2133	EXT3	EXT2	
286052	LOC286052		
100422898	MIR4255		
644974	ALG1L2		
791099	LOC791099		
8312	AXIN1	AXIN,PPP1R49	ENSG00000103126
4722	NDUFS3	CI-30	ENSG00000213619
100421072	LOC100421072		
84851	TRIM52	RNF102	ENSG00000183718
83752	LONP2	LONP,LONPL	ENSG00000102910
3487	IGFBP4	BP-4,HT29-IGFBP,IBP4,IGFBP-4	ENSG00000141753
152002	XXYLT1	C3orf21	ENSG00000173950
644852	LOC644852		
414208	ZNF32-AS2	ZNF32OS2,b402L1.7	
646316	TERF1P3		
100271194	RPL31P24	RPL31_11_499	
100421432	LOC100421432		
653809	FAM74A5		
160492	IFLTD1	PAS1C1	ENSG00000152936
6033	RN7SL7P	7L23,RN7SLP4	
926	CD8B	CD8B1,LEU2,LY3,LYT3,P37	ENSG00000172116
100419732	ZNF736P6Y		
100151657	RNU7-62P	U7.62	
100422145	LOC100422145		
729839	LOC729839		
100033433	SNORD116-22	HBII-85-22	
642976	GRIK1-AS1	C21orf9,GRIK1-AS,GRIK1AS,NCRNA00110	
6137	RPL13	BBC1,D16S444E,D16S44E,L13	ENSG00000167526
3024	HIST1H1A	H1.1,H1A,H1F1,HIST1	ENSG00000124610
643471	KRT18P12		
65125	WNK1	HSAN2,HSN2,KDP,PRKWNK1,PSK,p65	ENSG00000060237
85379	KIAA1671		ENSG00000197077
27196	TRAPPC2P2	SEDLP2	
80185	TTI2	C8orf41	ENSG00000129696
728470	LOC728470		
8594	OR5D3P	OR11-8b,OR11-8c,OR5D3,OR5D4	
3439	IFNA1	IFL,IFN,IFN-ALPHA,IFN-alphaD,IFNA13,IFNA@	ENSG00000197919
9821	RB1CC1	CC1,FIP200	ENSG00000023287
4259	MGST3	GST-III	ENSG00000143198
100130451	LOC100130451		
3611	ILK	ILK-2,P59	ENSG00000166333
9480	ONECUT2	OC-2,OC2	ENSG00000119547
100130777	LOC100130777		
57569	ARHGAP20	RARHOGAP	ENSG00000137727
284433	OR10H5	OR19-25,OR19-26	ENSG00000172519
10507	SEMA4D	C9orf164,CD100,M-sema-G,SEMAJ,coll-4	ENSG00000187764
266673	ZNF402P		
84034	EMILIN2	EMILIN-2,FOAP-10	ENSG00000132205
203062	TSNARE1		ENSG00000171045
91392	ZNF502		ENSG00000196653
9627	SNCAIP	SYPH1,Sph1	ENSG00000064692
100616195	MIR4718		
100188862	DUP3Q29	MICRODUP3Q29	
100271319	RPL35AP17	RPL35A_7_625	
317761	C14orf39	Six6os1	ENSG00000179008
730005	SEC14L6		ENSG00000214491
145497	C14orf166B		ENSG00000100565
3823	KLRC3	NKG2-E,NKG2E	ENSG00000205810
339666	LOC339666		
57596	BEGAIN		ENSG00000183092
100506915	CHRM3-AS2		
338442	HCAR2	GPR109A,HCA2,HM74a,HM74b,NIACR1,PUMAG,Puma-g	ENSG00000182782
57703	CWC22	EIF4GL,NCM,fSAPb	ENSG00000163510
2500	FTH1P7	FTHL7	
351	APP	AAA,ABETA,ABPP,AD1,APPI,CTFgamma,CVAP,PN-II,PN2	ENSG00000142192
8691	IDDM17		
11018	TMED1	IL1RL1LG,Il1rl1l,ST2L,Tp24	ENSG00000099203
338397	TAS2R6	T2R06,T2R6	
100418756	LOC100418756		
9127	P2RX6	P2RXL1,P2X6,P2XM	ENSG00000099957
100533928	LOC100533928		
337964	KRTAP13-5P	KAP13A,KRTAP13P1	
51434	ANAPC7	APC7	ENSG00000196510
100873458	RNA5SP196	RN5S196	
100996264	LOC100996264		
100874051	LZTS1-AS1		
649137	ZSCAN5C	ZNF495C	
414269	CYP17A1-AS1	CYP17A1OS,bA753C18.3	
100131796	LOC100131796		
401664	OR51H2P		
114299	PALM2	AKAP2	ENSG00000157654,ENSG00000243444
55851	PSENEN	MSTP064,PEN-2,PEN2	ENSG00000205155
11052	CPSF6	CFIM,CFIM68,HPBRII-4,HPBRII-7	ENSG00000111605
100270854	RPL8P3	RPL8_1_413	
8322	FZD4	CD344,EVR1,FEVR,FZD4S,Fz-4,FzE4,GPCR	ENSG00000174804
81328	OR4A15	OR11-118	ENSG00000181958
100862670	RNY3P7		
100132987	LOC100132987		
100130286	RPL34P11	RPL34_6_354	
158297	FAM154A	C9orf138	ENSG00000155875
100379199	HRM2		
100132382	RPS14P4	RPS14_2_264	
100420050	LOC100420050		
442459	LOC442459		
3108	HLA-DMA	D6S222E,DMA,HLADM,RING6	ENSG00000204257
643338	C15orf62		ENSG00000188277
100216001	LOC100216001		
115024	NT5C3L		ENSG00000141698
79041	TMEM38A	TRIC-A,TRICA	ENSG00000072954
544328	OA11		
2461	FRA16B		
10636	RGS14		ENSG00000169220
6880	TAF9	AK6,CGI-137,CINAP,CIP,MGC:1603,MGC:3647,MGC:5067,TAF2G,TAFII31,TAFII32,TAFIID32,hCINAP	ENSG00000085231
574497	MIR527	MIRN527,hsa-mir-527	
100189227	TRNAV21		
56246	MRAP	B27,C21orf61,FALP,FGD2,GCCD2	ENSG00000170262
727916	LOC727916		
7033	TFF3	ITF,P1B,TFI	ENSG00000160180
91149	RAPGEF4-AS1		
154761	LOC154761		
54082	TSPEAR-AS1	C21orf31	
3230	HOXD@	HOX4@	
407003	MIR219-2	MIRN219-2	
100820758	CCCSX		
100129649	PGDP2		
83868	TTTY13	NCRNA00136,TTY13	
81857	MED25	ACID1,ARC92,CMT2B2,P78,PTOV2	ENSG00000104973
283596	SNHG10	C14orf62,LINC00063,NCRNA00063	
128853	DUSP15	VHY	ENSG00000149599
677807	SNORA22	ACA22	
100500911	MIR3944		
729392	POM121L6P	bA239L20.2	
100506417	LOC100506417		
644	BLVRA	BLVR,BVR,BVRA	ENSG00000106605
3360	HTR4	5-HT4,5-HT4R	ENSG00000164270
404663	TAG		
100147751	RNU5B-3P		
148345	C1orf127		ENSG00000175262
114971	PTPMT1	DUSP23,MOSP,PLIP	ENSG00000110536
5308	PITX2	ARP1,Brx1,IDG2,IGDS,IGDS2,IHG2,IRID2,Otlx2,PTX2,RGS,RIEG,RIEG1,RS	ENSG00000164093
1802	DPH2	DPH2L2	ENSG00000132768
284340	CXCL17	DMC,Dcip1,UNQ473,VCC-1,VCC1	ENSG00000189377
90233	ZNF551		ENSG00000204519
83982	IFI27L2	FAM14A,ISG12B,TLH29	ENSG00000119632
285605	DTWD2		ENSG00000169570
84624	FNDC1	AGS8,FNDC2,MEL4B3,RP11-243O10.2,bA243O10.1,dJ322A24.1	ENSG00000164694
2273	FHL1	FHL-1,FHL1A,FHL1B,FLH1A,KYOT,SLIM,SLIM-1,SLIM1,SLIMMER,XMPMA	ENSG00000022267
9207	RAD17P1	HRAD17P1	
644435	AGGF1P2		
64718	UNKL	C16orf28,ZC3H5L,ZC3HDC5L	ENSG00000059145
100191039	RPL36AP33	RPL36A_15_975	
26786	SNORD62A	RNU62,U62,U62A	
100506115	LOC100506115		
503647	DPRXP6		
170689	ADAMTS15		ENSG00000166106
642490	LOC642490		
51275	MAPKAPK5-AS1	C12orf47	
4857	NOVA1	Nova-1	ENSG00000139910
4828	NMB		ENSG00000197696
100852398	MRT23		
64756	ATPAF1	ATP11,ATP11p	ENSG00000123472
387612	RAC1P1	HsT2789	
9231	DLG5	LP-DLG,P-DLG5,PDLG	ENSG00000151208
100271587	RPS29P20	RPS29_15_1116	
79306	OR4K7P	OR4K10P	
7503	XIST	DXS1089,DXS399E,LINC00001,NCRNA00001,SXI1,swd66	
10766	TOB2	TOB4,TOBL,TROB2	ENSG00000183864
2001	ELF5	ESE2	ENSG00000135374
100420680	LOC100420680		
677778	SCARNA15	ACA45	
100421655	LOC100421655		
120935	CCDC38		ENSG00000165972
4357	MPST	MST,TST2	ENSG00000128309
10291	SF3A1	PRP21,PRPF21,SAP114,SF3A120	ENSG00000099995
100126485	TRNAV-AAC		
26517	TIMM13	TIM13,TIM13B,TIMM13A,TIMM13B,ppv1	ENSG00000099800
100507127	LOC100507127		
56683	C21orf59	C21orf48	ENSG00000159079,ENSG00000265590
4669	NAGLU	MPS-IIIB,MPS3B,NAG,UFHSD	ENSG00000108784
100420608	RPP40P2		
100418745	KIAA0664P5		
100996906	LOC100996906		
133083	LOC133083		
100652772	LOC100652772		
693223	MIR638	MIRN638,hsa-mir-638	
100506668	LOC100506668		
353132	LCE1B	LEP2,SPRL2A	ENSG00000196734
5173	PDYN	ADCA,PENKB,SCA23	ENSG00000101327
219654	ZCCHC24	C10orf56	ENSG00000165424
5245	PHB	PHB1	ENSG00000167085
648809	LOC648809		
442914	MIR369	MIR369-3,MIRN369,MIRN369-3,hsa-mir-369	
3171	FOXA3	FKHH3,HNF3G,TCF3G	ENSG00000170608
100287822	SETP10		
427	ASAH1	AC,ACDase,ASAH,PHP,PHP32,SMAPME	ENSG00000104763
5121	PCP4	PEP-19	ENSG00000183036
60500	BRCA3	BRCAX	
51341	ZBTB7A	FBI-1,FBI1,LRF,ZBTB7,ZNF857A,pokemon	ENSG00000178951
80871	ANMA		
28470	IGHV1-14	1-14P,IGHV114	
26222	DGCR10	DGS-B	
340501	TCEA1P3		
441781	RPL23AP76	RPL23A_31_1517	
100533901	LOC100533901		
684959	SNORA25	ACA25	
100505964	LOC100505964		
51304	ZDHHC3	DHHC-3,GODZ,ZNF373	ENSG00000163812
100616459	MIR4745		
23421	ITGB3BP	CENP-R,CENPR,HSU37139,NRIF3,TAP20	ENSG00000142856
51082	POLR1D	AC19,POLR1C,RPA16,RPA9,RPAC2,RPC16,RPO1-3,TCS2	ENSG00000186184
28933	IGKV1-33	IGKV133,O18	
1435	CSF1	CSF-1,MCSF	ENSG00000184371
729162	LOC729162		
153811	LOC153811		
100270804	LOC100270804		
27338	UBE2S	E2-EPF,E2EPF,EPF5	ENSG00000108106
483	ATP1B3	ATPB-3,CD298	ENSG00000069849
100507588	TGFBR3L		ENSG00000260001
163049	ZNF791		ENSG00000173875
4145	MATK	CHK,CTK,HHYLTK,HYL,HYLTK,Lsk	ENSG00000007264
114657	COX7BP1	bK714B7.1	
146433	IL34	C16orf77,IL-34	ENSG00000157368
100101246	LOC100101246		
1540	CYLD	BRSS,CDMT,CYLD1,CYLDI,EAC,MFT,MFT1,SBS,TEM,USPL2	ENSG00000083799
100616170	MIR4739		
27069	GHITM	DERP2,HSPC282,MICS1,PTD010,TMBIM5	ENSG00000165678
400207	FLJ42220		
100873702	RNA5SP457	RN5S457	
124460	SNX20	SLIC1	ENSG00000167208
100189373	TRNAV29		
390082	OR52E5	OR11-56	
148932	MOB3C	MOB1E,MOBKL2C	ENSG00000142961
58527	ABRACL	C6orf115,Costars,HSPC280,PRO2013	ENSG00000146386
5218	CDK14	PFTAIRE1,PFTK1	ENSG00000058091
100131200	LOC100131200		
401024	FSIP2		ENSG00000188738
2416	FRA7I		
100846999	MIR4444-2		
284837	LOC284837		
285195	SLC9A9	AUTS16,NHE9	ENSG00000181804
23411	SIRT1	SIR2L1	ENSG00000096717
83857	TMTC1	OLF,TMTC1A	ENSG00000133687
255411	LOC255411		
140458	ASB5	ASB-5	ENSG00000164122
4536	ND2	MTND2	
90737	PAGE5	CT16,CT16.1,CT16.2,GAGEE1,PAGE-5	ENSG00000158639
23437	TRNAS2	TRNS,TRS2,tRNA-SER	
100189074	TRNAQ10		
649166	LOC649166		
10863	ADAM28	ADAM 28,ADAM23,MDC-L,MDC-Lm,MDC-Ls,MDCL,eMDC II,eMDCII	ENSG00000042980
1409	CRYAA	CRYA1,HSPB4	ENSG00000160202
100419796	LOC100419796		
130700	PSMB3P2		
643072	LOC643072		
81493	SYNC	SYNC1,SYNCOILIN	ENSG00000162520
90649	ZNF486	KRBO2	ENSG00000256229
642852	LOC642852		
100874047	LINC00499		
1088	CEACAM8	CD66b,CD67,CGM6,NCA-95	ENSG00000124469
100462977	MTRNR2L1	HN1	ENSG00000256618
120406	NXPE2	FAM55B	ENSG00000204361
709	C1HR		
100132644	LOC100132644		
100271092	RPS23P4	RPS23_1_526	
149501	KRT8P45		
51205	ACP6	ACPL1,LPAP,PACPL1	ENSG00000162836
100126303	MIR890	MIRN890,hsa-mir-890	
26039	SS18L1	CREST,LP2261	ENSG00000184402
10381	TUBB3	CDCBM,CFEOM3A,TUBB4,beta-4	ENSG00000198211,ENSG00000258947
92597	MOB1B	MATS2,MOB4A,MOBKL1A	ENSG00000173542
84167	C19orf44		ENSG00000105072
100506317	LOC100506317		
3764	KCNJ8	KIR6.1,uKATP-1	ENSG00000121361
54438	GFOD1	ADG-90,C6orf114	ENSG00000145990
693140	MIR555	MIRN555,hsa-mir-555	
23398	PPWD1		ENSG00000113593
8038	ADAM12	MCMP,MCMPMltna,MLTN,MLTNA	ENSG00000148848
10457	GPNMB	HGFIN,NMB	ENSG00000136235
387601	SLC22A25	HIMTP,UST6	ENSG00000196600
140701	ABHD16B	C20orf135,dJ591C20.1	ENSG00000183260
6189	RPS3A	FTE1,MFTL,S3A	ENSG00000145425
28955	DEXI	MYLE	ENSG00000182108
2517	FUCA1	FUCA	ENSG00000179163
80778	ZNF34	KOX32	ENSG00000196378
7547	ZIC3	HTX,HTX1,VACTERLX,ZNF203	ENSG00000156925
100420351	LOC100420351		
100271565	RPS20P34	RPS20_17_1430	
406874	DYX8		
359774	MRPS29P2		
9882	TBC1D4	AS160	ENSG00000136111
28774	IGLV8-61	IGLV861,V3-4	
603	BCL5		
115752	DIS3L	DIS3L1	ENSG00000166938
544593	AASTH53		
8009	LALL		
100996853	LOC100996853		
100189101	TRNAV15		
317749	DHRS4L2	SDR25C3	ENSG00000187630
90	ACVR1	ACTRI,ACVR1A,ACVRLK2,ALK2,FOP,SKR1,TSRI	ENSG00000115170
54847	SIDT1	B830021E24Rik,SID-1,SID1	ENSG00000072858
4712	NDUFB6	B17,CI	ENSG00000165264
9717	SEC14L5	PRELID4B	ENSG00000103184
100129830	LOC100129830		
79819	WDR78		ENSG00000152763
170622	COMMD6	Acrg	ENSG00000188243
100533892	LOC100533892		
651856	LOC651856		
51676	ASB2	ASB-2	ENSG00000100628
25797	QPCT	GCT,QC,sQC	ENSG00000115828
389206	BEND4	CCDC4	ENSG00000188848
100216479	LOC100216479		
150928	PTMAP5		
100419872	LOC100419872		
474258	BP4		
100423016	MIR3159		
81691	LOC81691		ENSG00000005189
100420527	RBBP4P2		
100271055	RPS12P7	RPS12_3_426	
100128637	EEF1A1P26		
11218	DDX20	DP103,GEMIN3	ENSG00000064703
113540	CMTM1	CKLFH,CKLFH1,CKLFSF1	ENSG00000089505
7145	TNS1	MST091,MST122,MST127,MSTP122,MSTP127,MXRA6,TNS	ENSG00000079308
644936	LOC644936		
100313929	PIRC49		
26592	OR8B5P		
126069	ZNF491		ENSG00000177599
692084	SNORD13	RNU13,U13	
255167	LOC255167		
11036	GTF2A1L	ALF	ENSG00000242441
84301	DDI2	RP4-680D5.5	ENSG00000197312
677796	SNORA5C	ACA5c	
246210	IKBKGP1	IKBKGP,deltaNEMO	
100506928	LOC100506928		
56476	ABCB10P1	ABCB10P,ABCB10P2,M-ABC2,MABC2	
4606	MYBPC2	MYBPC,MYBPCF	ENSG00000086967
11178	LZTS1	F37,FEZ1	ENSG00000061337
643031	MTND5P10		
100507161	LOC100507161		
100421611	LOC100421611		
100996421	LOC100996421		
84890	ADO	C10orf22	ENSG00000181915
390610	KRT8P23		
282552	IS2	AIS2	
730971	FLJ36777		
100271457	RPL23AP28	RPL23A_10_329	
55335	NIPSNAP3B	NIPSNAP3	ENSG00000165028
29121	CLEC2D	CLAX,LLT1,OCIL	ENSG00000069493
133746	JMY	WHDC1L3	ENSG00000152409
100422883	MIR4325		
5581	PRKCE	PKCE,nPKC-epsilon	ENSG00000171132
642554	LOC642554		
100288623	LOC100288623		
273	AMPH	AMPH1	ENSG00000078053
100287902	LGALS8-AS1		
63941	NECAB3	APBA2BP,EFCBP3,NIP1,STIP3,SYTIP2,XB51,dJ63M2.4,dJ63M2.5	ENSG00000125967
6914	TBXA1R		
613038	LOC613038		
23596	OPN3	ECPN	ENSG00000054277
160298	C11orf42		ENSG00000180878
441239	LOC441239		
100130803	LOC100130803		
147686	ZNF418		ENSG00000196724
100996492	LOC100996492		
7119	TMSB4XP5	TMSL5	
100379300	RNY4P9		
84542	KIAA1841		ENSG00000162929
84725	PLEKHA8	FAPP2	ENSG00000106086
677849	SNORD1B	R38B,snR38B	
100130114	LOC100130114		
442058	LOC442058		
123787	PRSS29P	ISP2	
100874281	NTM-IT3		
100128590	SLC8A1-AS1		
729760	RPL12P18	RPL12_3_246	
644776	LOC644776		
100271639	RPL35AP30	RPL35A_17_1286	
55683	KANSL3	KIAA1310,NSL3,Rcd1	ENSG00000114982
474277	BW24		
1872	E2F3P1		
10425	ARIH2	ARI2,TRIAD1	ENSG00000177479
100129233	LOC100129233		
151516	ASPRV1	MUNO,SASP,SASPase,Taps	ENSG00000244617
100129243	RPS15AP12	RPS15A_5_166	
85446	ZFHX2	ZFH-5,ZNF409	ENSG00000136367
50979	MHW2		
646864	LOC646864		
84443	FRMPD3		ENSG00000147234
388181	FAM149B1P1	FAM149B2,KIAA0974P	
50818	DYT10	EKD1,PKC	
79810	PTCD2		ENSG00000049883
100422264	CYP51P3		
100131004	LOC100131004		
100422838	MIR3195		
100131526	RPL26P6	RPL26_9_1063	
100130500	LOC100130500		
100289193	LOC100289193		
100132456	GUSBP7		
117195	MRGPRX3	GPCR,MRGX3,SNSR1,SNSR2	ENSG00000179826
2783	GNB2		ENSG00000172354
56649	TMPRSS4	CAPH2,MT-SP2,TMPRSS3	ENSG00000137648
729683	LOC729683		
127064	OR2T12	OR1-57	ENSG00000177201
80019	UBTD1		ENSG00000165886
100419511	LOC100419511		
1997	ELF1		ENSG00000120690
100505592	LOC100505592		
6650	SOLH	CAPN15	ENSG00000103326
442255	SLC25A5P7	ANTP7	
100270881	RPL21P25	RPL21_5_46	
139249	FAM47DP		
2879	GPX4	GPx-4,GSHPx-4,MCSP,PHGPx,snGPx,snPHGPx	ENSG00000167468
100196910	PPPD1		
100130609	PP12708		
200373	PCDP1		ENSG00000163075
2077	ERF	PE-2,PE2	ENSG00000105722
28557	TRBV30	TCRBV20S1A1N2,TCRBV30S1	
2036	EPB41L1	4.1N,MRD11	ENSG00000088367
645397	LOC645397		
115950	ZNF653	E430039K05Rik,ZIP67	ENSG00000161914
402509	SLC29A4P1		
100506965	LOC100506965		
100616372	MIR4659B		
10266	RAMP2		ENSG00000131477
157285	SGK223	PRAGMIN	ENSG00000182319
125058	TBC1D16		ENSG00000167291
100505502	LOC100505502		
10573	MRPL28	MAAT1,p15	ENSG00000086504
2887	GRB10	GRB-IR,Grb-10,IRBP,MEG1,RSS	ENSG00000106070
23195	MDN1		ENSG00000112159
54758	KLHDC4		ENSG00000104731
100506295	LOC100506295		
83992	CTTNBP2	C7orf8,CORTBP2,Orf4	ENSG00000077063
100500889	MIR3657		
653483	MLLT4-AS1	C6orf124,HGC6.4,dJ431P23.3	
729662	RPL22P3	RPL22_1_15	
23040	MYT1L	NZF1	ENSG00000186487
9612	NCOR2	CTG26,N-CoR2,SMAP270,SMRT,SMRTE,SMRTE-tau,TNRC14,TRAC,TRAC-1,TRAC1	ENSG00000196498
389177	TMEM212		ENSG00000186329
100418592	LOC100418592		
100240732	IBD22		
3380	IBM3		
284521	OR2L13	OR2L14	ENSG00000196071
4292	MLH1	COCA2,FCC2,HNPCC,HNPCC2,hMLH1	ENSG00000076242
9058	SLC13A2	NADC1,NaCT,NaDC-1,SDCT1	ENSG00000007216
100271555	RPS12P30	RPS12_15_1561	
100873824	RNU2-7P		
619394	SPOAN		
2664	GDI1	1A,GDIL,MRX41,MRX48,OPHN2,RABGD1A,RABGDIA,XAP-4	ENSG00000203879
84525	HOPX	CAMEO,HOD,HOP,LAGY,NECC1,OB1,SMAP31,TOTO	ENSG00000171476
646379	IGHV1OR15-4	IGHV1OR154	
8081	AD5		
896	CCND3		ENSG00000112576
3530	IGKV1OR22-1	IGKV1OR221,IGKVP5	
100189483	TRNAP26P		
100996925	LOC100996925		
55117	SLC6A15	NTT73,SBAT1,V7-3,hv7-3	ENSG00000072041
345757	FAM174A	TMEM157,UNQ1912	ENSG00000174132
449520	GGNBP1		
100996766	LOC100996766		
100131550	CNN2P12		
100873633	RNA5SP375	RN5S375	
285296	UNC93B3	UNC93B3P	
645129	LOC645129		
131054	LOC131054		
100132039	LOC100132039		
728099	LOC728099		
1672	DEFB1	BD1,DEFB-1,DEFB101,HBD1	ENSG00000164825
349152	DPY19L2P2		
6225	RPS20P3	RPS20A,RPS20_8_599	
2768	GNA12	NNX3,RMP,gep	ENSG00000146535
80832	APOL4	APOL-IV,APOLIV	ENSG00000100336
9526	MPDU1	CDGIF,HBEBP2BPA,Lec35,My008,PP3958,PQLC5,SL15	ENSG00000129255
389493	NUPR1L		ENSG00000185290
1102	RCBTB2	CHC1L	ENSG00000136161
1478	CSTF2	CstF-64	ENSG00000101811
728774	RPS15AP25	RPS15A_14_912	
100421696	LOC100421696		
100133995	LOC100133995		
100129556	RPS10P27	RPS10_12_1588	
51537	MTFP1	MTP18	ENSG00000242114
345651	ACTBL2	ACT	ENSG00000169067
390033	SSU72P7		
115708	TRMT61A	C14orf172,GCD14,Gcd14p,TRM61,hTRM61	ENSG00000166166
54981	NMRK1	C9orf95,NRK1,bA235O14.2	ENSG00000106733
23469	PHF3		ENSG00000118482
100628307	DIO2-AS1		
10255	HCG9	HCGIX,HCGIX4	
654412	FAM138B	F379,bA395L14.6	
100418506	LOC100418506		
100856791	LOC100856791		
285431	LOC285431		
338322	NLRP10	CLR11.1,NALP10,NOD8,PAN5,PYNOD	ENSG00000182261
5826	ABCD4	ABC41,EST352188,P70R,P79R,PMP69,PXMP1L	ENSG00000119688
100418493	LOC100418493		
100509195	LOC100509195		
28616	TRBV4-2	TCRBV4S2,TCRBV7S3A2,TCRBV7S3A2T,TRBV42	
63035	BCORL1	BCoR-L1,CXorf10	ENSG00000085185
7105	TSPAN6	T245,TM4SF6,TSPAN-6	ENSG00000000003
54680	ZNHIT6	BCD1,C1orf181,NY-BR-75	ENSG00000117174
4790	NFKB1	EBP-1,KBF1,NF-kB1,NF-kappa-B,NF-kappaB,NFKB-p105,NFKB-p50,NFkappaB,p105,p50	ENSG00000109320
87171	ARPC3P1	ARPC3B,dJ470L14.3	
100420108	LOC100420108		
3652	IPP	KLHL27	ENSG00000197429
648149	LOC648149		
29097	CNIH4		ENSG00000143771
374378	GALNTL4	GALNT15,GALNT18,GalNAc-T15	ENSG00000110328
440359	CSDAP1		
148	ADRA1A	ADRA1C,ADRA1L1,ALPHA1AAR	ENSG00000120907
6453	ITSN1	ITSN,SH3D1A,SH3P17	ENSG00000205726
8383	OR1A1	OR17-7	ENSG00000172146
100422348	LOC100422348		
81539	SLC38A1	ATA1,NAT2,SAT1,SNAT1	ENSG00000111371
726	CAPN5	HTRA3,nCL-3	ENSG00000149260
2703	GJA8	CAE,CAE1,CX50,CZP1,MP70	ENSG00000121634
100874264	AOAH-IT1		
55156	ARMC1	Arcp	ENSG00000104442
6659	SOX4	EVI16	ENSG00000124766
392520	RPS5P7	RPS5_3_1801	
728318	KRTAP9-1	KAP9.1,KRTAP9L3	ENSG00000240542
100289295	NUPL1P1		
157	ADRBK2	BARK2,GRK3	ENSG00000100077
641364	SLC7A11-AS1		
2009	EML1	ELP79,EMAP,EMAPL,HuEMAP	ENSG00000066629
317701	VN1R2	V1RL2	ENSG00000196131
7179	TPTE	CT44,PTEN2	ENSG00000166157
391656	RPS15AP17	RPS15A_8_485	
22905	EPN2	EHB21	ENSG00000072134
100996645	LOC100996645		
28695	TRAJ60		
163154	PRR22		ENSG00000212123
654254	ZNF732		
352954	GATS	STAG3OS	ENSG00000160844
100996789	LOC100996789		
643988	C1orf233		ENSG00000228594
100873957	FABP5P14	FABP5L14	
27324	TOX3	CAGF9,TNRC9	ENSG00000103460
286512	LOC286512		
692212	SNORD99	HBII-420	
9209	LRRFIP2	HUFI-2	ENSG00000093167
728137	TSPY3		ENSG00000228927
6080	SNORA73A	E1,E1-7,E1b,RNE1,RNU17A,U17A	
114817	CSPG4P5		
114926	C8orf40		ENSG00000176209
7699	ZNF140	pHZ-39	ENSG00000196387
644925	LOC644925		
100420035	LOC100420035		
51744	CD244	2B4,NAIL,NKR2B4,Nmrk,SLAMF4	ENSG00000122223
116809	RPL38P1	RPL38_1_417	
440699	LRRC52		ENSG00000162763
648774	LOC648774		
100873484	RNA5SP225	RN5S225	
100422970	MIR1273D		
93233	CCDC114		ENSG00000105479
439941	FER1L6-AS1	C8orf54	
6205	RPS11	S11	ENSG00000142534
100506599	LOC100506599		
100418583	LOC100418583		
283080	C10orf126	bA492M23.1	
100431174	LOC100431174		
3323	HSP90AA4P	HSP90Ad,HSPCAL2	
166752	FREM3		ENSG00000183090
284467	FAM19A3	TAFA-3,TAFA3	ENSG00000184599
5141	PDE4A	DPDE2,PDE4,PDE46	ENSG00000065989
442245	GSTM2P1		
10362	HMG20B	BRAF25,BRAF35,HMGX2,HMGXB2,PP7706,SMARCE1r,SOXL,pp8857	ENSG00000064961
343069	HNRNPCL1	HNRPCL1	ENSG00000179172
952	CD38	T10	ENSG00000004468
100506229	LOC100506229		
