"compound_id","compound_name","gene_names","pubmed_id","ep_action_mode","activity_comment"
"CHEMBL471225","NSC-117079","HIF1A","","","Active"
"CHEMBL1367933","NSC-632536","KMT2A, MEN1","","","Active"
"CHEMBL1329881","CHAULMOOGRIC ACID, ETHYL ESTER","ALOX15","","","Active"
"CHEMBL583912","(-)-EPICATECHIN","EHMT2","","","Active"
"CHEMBL1325961","IODOPHTHALEIN","KAT2A","","","Active"
"CHEMBL1425","MERCAPTOPURINE","CYP1A2","22931300","","Active"
"CHEMBL1270168","NSC-42384","GLP1R","","","active"
"CHEMBL559934","1-AMINOCYCLOHEXANECARBOXYLIC ACID","EHMT2","","","Active"
"CHEMBL565612","SOTRASTAURIN","MARK3","","","active"
"CHEMBL1980715","LAUROGUADINE","PRKCZ","","","active"
"CHEMBL1500913","TDR78826","GNAS","","","active"
"CHEMBL40583","3-METHYLCHOLANTHRENE","NFE2L2","","","active"
"CHEMBL581152","TCMDC-125298","IDH1","","","active"
"CHEMBL592115","SJ000244629","POLI","","","active"
"CHEMBL50267","5,7-DICHLOROKYNURENIC ACID","HPGD","","","Active"
"CHEMBL592124","SJ000044511","VDR","","","active"
"CHEMBL604321","GNF-PF-4418","ATXN2","","","active"
"CHEMBL1450499","CHLOROACETOXYQUINOLINE","KDM4E","","","Active"
"CHEMBL184238","URB597","FAAH","21666860","","Active"
"CHEMBL245621","HALOPEMIDE","PLD2","","","active"
"CHEMBL1980391","RG-1530","NTRK3","","","active"
"CHEMBL81782","GNF-PF-3148","AR","","","active"
"CHEMBL584883","GNF-PF-4078","NFE2L2","","","active"
"CHEMBL580421","TCMDC-124224","RECQL","","","Active"
"CHEMBL516702","HARPAGOSIDE","EHMT2","","","Active"
"CHEMBL1326164","DNDI1417701","SMN1, SMN2","","","Active"
"CHEMBL606159","MMV006656","KCNH2","","","Active"
"CHEMBL254649","COCHINCHINENIN C","ALB","25734332","","Active"
"CHEMBL570408","1,4-DIMETHOXYANTHRAQUINONE","RAPGEF4","","","active"
"CHEMBL1200873","PHENTOLAMINE MESYLATE","NFE2L2","","","active"
"CHEMBL220998","FUCHSIN, BASIC","HTT","","","Active"
"CHEMBL1374360","MERCURIC CHLORIDE","TP53","","","Active"
"CHEMBL379975","681640","LCK","","","active"
"CHEMBL580955","TCMDC-123884","GMNN","","","active"
"CHEMBL7002","CIGLITAZONE","PPARG","20170185","","Active"
"CHEMBL598663","DNDI1417523","ALPL","","","Active"
"CHEMBL1460","DIDANOSINE","CYP2D6","22931300","","Active"
"CHEMBL117","CHRYSIN","HIF1A","","","Active"
"CHEMBL578504","GNF-PF-1399","EHMT2","","","Active"
"CHEMBL1084546","PF-562271","CDK7","","","active"
"CHEMBL579957","GNF-PF-2906","IDH1","","","active"
"CHEMBL17201","(E)-DIBENZYLIDENEACETONE","POLH","","","active"
"CHEMBL2105866","PROTOPORPHYRIN DISODIUM","BAZ2B","","","Active"
"CHEMBL530","AMDINOCILLIN","AR","","","active"
"CHEMBL1417019","MITOXANTRONE DIHYDROCHLORIDE","APEX1","","","Active"
"CHEMBL187266","TANSHINONE IIA","POLH","","","active"
"CHEMBL208437","GW711782X","YES1","","","active"
"CHEMBL11417","STREPTONIGRIN","KDM4A","","","Active"
"CHEMBL1334693","PROROXAN HYDROCHLORIDE","IDH1","","","active"
"CHEMBL399249","(R)-PINOCEMBRIN","CYP3A4","","","Active"
"CHEMBL28079","ZAPRINAST","EHMT2","","","Active"
"CHEMBL313737","CY-208243","ALDH1A1","","","Active"
"CHEMBL790","CHLORHEXIDINE","PLIN1","","","active"
"CHEMBL593366","NSC-747261","AR","","","active"
"CHEMBL1009","LEVODOPA","FEN1","","","active"
"CHEMBL585656","GNF-PF-4300","KDM4A","","","Active"
"CHEMBL1406948","DNDI1417165","BAZ2B","","","Active"
"CHEMBL480","LANSOPRAZOLE","CYP2C19","","","Active"
"CHEMBL1200887","TRIMETHOBENZAMIDE HYDROCHLORIDE","ATAD5","","","Active"
"CHEMBL1333953","PHENYLMERCURIC ACETATE","HPGD","","","Active"
"CHEMBL1287983","NSC-693571","USP1","","","active"
"CHEMBL1984884","NSC-111847","L3MBTL1","","","Active"
"CHEMBL1438439","IRIGENOL","VDR","","","active"
"CHEMBL2094833","DNDI1417599","SNCA","","","active"
"CHEMBL90","HISTAMINE","SLC29A4","22396231","","Active"
"CHEMBL351487","2-NITROFLUORENE","NFE2L2","","","active"
"CHEMBL225257","3-(DIMETHYLAMINO)PHENOL","NFE2L2","","","active"
"CHEMBL455004","9-PHENYLIMIDAZO[1,2-H][1,7]NAPHTHYRIDINE","TOP1","22503207","","Active"
"CHEMBL1291","METIPRANOLOL","AR","","","active"
"CHEMBL251941","(S)-ALAPROCLATE","CYP2D6","","","Active"
"CHEMBL56393","AG-538","EHMT2","","","Active"
"CHEMBL1200862","METYROSINE","CYP1A2","22931300","","Active"
"CHEMBL497","CLIOQUINOL","KDM4A","","","Active"
"CHEMBL1255835","DIAMIDE","RGS4","","","active"
"CHEMBL15192","BETA-LAPACHONE","SMAD3","","","active"
"CHEMBL78257","TYRPHOSTIN 51","MAPT","","","Active"
"CHEMBL514409","HESPERADIN","BTK","19035792","inhibition","Active"
"CHEMBL1200710","CLOMIPRAMINE HYDROCHLORIDE","AR","","","active"
"CHEMBL1880767","CRUFOMATE","AR","","","active"
"CHEMBL498","CHLORPROPAMIDE","NFKB1","","","Active"
"CHEMBL538542","R(-)-PROPYLNORAPOMORPHINE HCL","KCNH2","","","active"
"CHEMBL1451874","LECANORIC ACID","CYP3A4","","","Active"
"CHEMBL591613","SJ000173328","RAD54L","","","active"
"CHEMBL512649","2,4,5,10-TETRAHYDROPYRAZOLO[3,4-A]CARBAZOLE","EHMT2","","","Active"
"CHEMBL336467","FUROXAN","CYP1A2","","","Active"
"CHEMBL1200468","MALATHION","NFE2L2","","","active"
"CHEMBL51483","GOSSYPOL","ARSA","","","active"
"CHEMBL33171","NB-ACETYLTRYPTAMINE","CYP2C19","","","Active"
"CHEMBL237347","GW559768X","YES1","","","active"
"CHEMBL565","CLOFIBRATE","CYP2D6","22931300","","Active"
"CHEMBL228281","NORSTICTIC ACID","USP1","","","active"
"CHEMBL926","DOBUTAMINE","DRD1","","","active"
"CHEMBL92401","IPRONIAZID","CYP1A2","22931300","","Active"
"CHEMBL155731","QUINELORANE","EHMT2","","","Active"
"CHEMBL1725279","SP-600125","IRAK4","","","active"
"CHEMBL1230122","R-1487","MAPK8","","","active"
"CHEMBL338474","HELENALIN","EHMT2","","","Active"
"CHEMBL285063","PD-168393","BMX","18667312","","Active"
"CHEMBL10","SB-203580","CSNK1A1","","","active"
"CHEMBL360803","PI-CLONIDINE","CYP2D6","","","Active"
"CHEMBL36","PYRIMETHAMINE","AR","","","active"
"CHEMBL1257092","S(+)-ISOPROTERENOL-BITARTRATE","ADRB2","","","Active"
"CHEMBL269277","BETULINIC ACID","GSK3B","19716700","","Active"
"CHEMBL534084","TCMDC-123456","KCNH2","","","active"
"CHEMBL408701","TAUROLITHOCHOLIC ACID","GPBAR1","25162837","","Active"
"CHEMBL220241","GSK-269962A","PRKG2","","","active"
"CHEMBL515763","VU001171","BRCA1","","","active"
"CHEMBL1257083","RO-84304","KCNH2","","","active"
"CHEMBL44657","ETOPOSIDE","TOP2A","23711769","","Active"
"CHEMBL1354502","KOPARIN","ALOX15","","","Active"
"CHEMBL927","CEFDINIR","ACP1","","","active"
"CHEMBL481","IRINOTECAN","TOP1","23360284","","Active"
"CHEMBL1256698","SKF-75670 HYDROBROMIDE","DRD3","","","active"
"CHEMBL451532","NARINGIN","UBE2N","","","Active"
"CHEMBL426","TCMDC-125488","TARDBP","","","active"
"CHEMBL171637","PHYSODIC ACID","RAPGEF3","","","active"
"CHEMBL429095","NSC-95397","EYA2","","","Active"
"CHEMBL225519","PHA-767491","DYRK1B","","","active"
"CHEMBL600734","GNF-PF-1644","SMAD3","","","active"
"CHEMBL1256754","NCG-C00094300-01","KCNH2","","","active"
"CHEMBL135","ESTRADIOL","ESR1","24805199","","Active"
"CHEMBL284328","HOMIDIUM BROMIDE","TP53","","","active"
"CHEMBL1980297","ILORASERTIB","RPS6KA3","","","active"
"CHEMBL55285","BENZYL ISOTHIOCYANATE","TRPA1","26263397","","Active"
"CHEMBL1997335","DNDI1417467","CDK9","","","active"
"CHEMBL409","BICALUTAMIDE","AR","23017882","","Active"
"CHEMBL52387","(RS)-ROSCOVITINE","CDK9","","","active"
"CHEMBL553503","NCG-C00094421-01","KCNH2","","","active"
"CHEMBL862","GUANFACINE","CYP3A4","","","Active"
"CHEMBL7257","5-MEO-DMT","HTR1A","","","Active"
"CHEMBL1330596","RACEMETIROSINE","RECQL","","","Active"
"CHEMBL302449","GO-6976","CDK2","","","active"
"CHEMBL165","RESVERATROL","SIRT1","23316803","","Active"
"CHEMBL221753","BENZETHONIUM CHLORIDE","ATXN2","","","active"
"CHEMBL565612","SOTRASTAURIN","GSK3A","","","active"
"CHEMBL553","ERLOTINIB","SYK","","","active"
"CHEMBL464707","WISTIN","BRCA1","","","active"
"CHEMBL1317986","NSC-327705","CYP2C19","","","Active"
"CHEMBL1200596","CHLOROXINE","KDM4A","","","Active"
"CHEMBL1862887","IPRODIONE","PPARG","","","active"
"CHEMBL255044","FLUPIRTINE","EHMT2","","","Active"
"CHEMBL646","TRIAZOLAM","BRD3","22137933","","Active"
"CHEMBL1160160","ROSE BENGAL","APEX1","","","active"
"CHEMBL1708232","TRIMETHIDINIUM","KAT2A","","","Active"
"CHEMBL95","TACRINE","CYP1A2","22931300","","Active"
"CHEMBL587714","3',4' DICHLOROBENZAMIL","HSD17B10","","","Active"
"CHEMBL1190711","BAY-613606","CLK2","","","active"
"CHEMBL511667","TRIBUTYLTIN-OXIDE","NFE2L2","","","active"
"CHEMBL52","NORDIHYDROGUAIARETIC ACID","VDR","","","active"
"CHEMBL225519","PHA-767491","PLK1","","","active"
"CHEMBL486706","SJ000293754","KMT2A, MEN1","","","Active"
"CHEMBL463686","PHENAZINE-1-CARBOXYLIC ACID","NFE2L2","","","active"
"CHEMBL1255660","1-AMINOCYCLOPROPANECARBOXYLIC ACID HCL","KDM4A","","","Active"
"CHEMBL187734","TETRADECYLTHIOACETIC ACID","KAT2A","","","Active"
"CHEMBL22242","REMOXIPRIDE","CYP1A2","22931300","","Active"
"CHEMBL1200585","OXYMETHOLONE","AR","","","active"
"CHEMBL1336287","3,4-DIDESMETHYL-5-DESHYDROXY-3'-ETHOXYSCLEROIN","MAPT","","","Active"
"CHEMBL322970","SB-415286","HSD17B10","","","Active"
"CHEMBL572878","TOZASERTIB","GMNN","","","active"
"CHEMBL36584","METOCHALCONE","ABCB1","22112540","","Active"
"CHEMBL466844","GINSENOSIDE RH1","SIRT1","26420067","","Active"
"CHEMBL191003","JNJ-7706621","GSK3B","","","active"
"CHEMBL1454910","NITROXOLINE","CASP6","","","active"
"CHEMBL518292","ISOVELLERAL","MAPK1","","","Active"
"CHEMBL1089641","TRYPAN BLUE","USP1","","","active"
"CHEMBL115","INDINAVIR","CYP1A2","22931300","","Active"
"CHEMBL103583","FLUORANTHEN-3-YLAMINE","TSG101","","","active"
"CHEMBL514499","GW843682X","PLK3","","","active"
"CHEMBL1200976","IDARUBICIN HYDROCHLORIDE","WRN","","","active"
"CHEMBL51931","9,10-PHENANTHRENEQUINONE","TERT","22044621","","Active"
"CHEMBL46917","CARBARIL","HSD17B10","","","Active"
"CHEMBL29197","PD-153035","MAPK3","17681471","","Active"
"CHEMBL1415258","DNDI1417006","SMAD3","","","active"
"CHEMBL548540","TCMDC-123653","HSP90AA1","","","active"
"CHEMBL243664","ACACETIN","CDK9","","","active"
"CHEMBL225519","PHA-767491","MAPKAPK2","","","active"
"CHEMBL1994620","DINOTERB","AR","","","active"
"CHEMBL274318","FLAVANONE","TARDBP","","","active"
"CHEMBL260213","CID 670282","NPC1","","","Active"
"CHEMBL601142","GNF-PF-52","ALDH1A1","","","Active"
"CHEMBL34241","ROTTLERIN","PRKCD","22093759","","Active"
"CHEMBL1335833","DNDI1416917","ALDH1A1","","","Active"
"CHEMBL1980297","ILORASERTIB","NEK2","","","active"
"CHEMBL361506","PENTAMIDINE DIISETHIONATE","POLI","","","active"
"CHEMBL284328","HOMIDIUM BROMIDE","WRN","","","active"
"CHEMBL1200426","METHIXENE HYDROCHLORIDE","ATXN2","","","active"
"CHEMBL1201173","MEDRYSONE","NFE2L2","","","active"
"CHEMBL546797","TCMDC-125758","ABL1","","","active"
"CHEMBL187266","TANSHINONE IIA","APAF1","","","active"
"CHEMBL1371696","NSC-81747","CYP2D6","","","Active"
"CHEMBL457","GEMFIBROZIL","CYP2C9","","","Active"
"CHEMBL576208","GNF-PF-5151","CASP3","","","active"
"CHEMBL415049","BARASERTIB","AURKA","","","active"
"CHEMBL1371770","PIRIBEDIL","CYP1A2","","","Active"
"CHEMBL407391","DIMETHYLADENINE","PRKACA","","","active"
"CHEMBL220845","4-TERT-BUTYLCATECHOL","KDM4A","","","Active"
"CHEMBL537","HYDROQUINONE","CXCL8","","","active"
"CHEMBL1414826","TRITIOZINE","PLK1","","","active"
"CHEMBL263094","CARMINIC ACID","POLK","","","active"
"CHEMBL1256174","SE-(METHYL)SELENOCYSTEINE HCL","KDM4E","","","Active"
"CHEMBL1257030","LONIDAMINE","EHMT2","","","Active"
"CHEMBL1493528","GNF-PF-5159","MAPK1","","","Active"
"CHEMBL496","HEXACHLOROPHENE","GALK1","","","Active"
"CHEMBL11359","CISPLATIN","MPHOSPH8","","","Active"
"CHEMBL1200750","PROMETHAZINE HYDROCHLORIDE","NFKB1","","","active"
"CHEMBL547304","TCMDC-123516","RAD54L","","","active"
"CHEMBL275224","NORHARMANE","AURKA","","","active"
"CHEMBL428647","PACLITAXEL","GMNN","","","active"
"CHEMBL1446150","4-{([(4'-CHLOROPHENYL)AMINO]CARBONYLAMINO)}BENZENESULFONAMIDE","CGA","","","active"
"CHEMBL1997335","DNDI1417467","PAK4","","","active"
"CHEMBL175266","NSC-66209","CBX1","","","active"
"CHEMBL1080077","28-THIOBETULINIC ACID","TOP2A","19691293","","Active"
"CHEMBL569864","BIX-01294","ATXN2","","","active"
"CHEMBL174","AMPICILLIN","POLI","","","active"
"CHEMBL1983268","ENTRECTINIB","ABL1","","","active"
"CHEMBL1089321","NSC-12188","ENPP2","20349977","","Active"
"CHEMBL607309","SJ000294102","GLP1R","","","active"
"CHEMBL462576","KEPONE","NFE2L2","","","active"
"CHEMBL49120","PD-0166285","PAK4","","","active"
"CHEMBL565612","SOTRASTAURIN","GRK5","","","active"
"CHEMBL260311","NSC-234945","ATAD5","","","Active"
"CHEMBL375293","LAS38096","ZAK","","","active"
"CHEMBL39878","AM-404","CYP2C9","","","Active"
"CHEMBL839","CARTEOLOL","ADRB1","2903243","","Active"
"CHEMBL253969","OSI-632","MAPK14","","","active"
"CHEMBL601952","GNF-PF-5114","EHMT2","","","Active"
"CHEMBL249856","ENOXIMONE","DRD1","","","Active"
"CHEMBL548286","TCMDC-123702","GLP1R","","","active"
"CHEMBL1084546","PF-562271","CDK2","","","active"
"CHEMBL2332783","4,6-DICHLORORESORCINOL","HSPB1","","","active"
"CHEMBL1509103","DNDI1383301","RAD52","","","active"
"CHEMBL443949","(E),(E)-2,4-DECACIENAL","NFE2L2","","","active"
"CHEMBL1997335","DNDI1417467","PDGFRA","","","active"
"CHEMBL184238","URB597","MGLL","19232787","","Active"
"CHEMBL429023","ROTENONE","PPARD","","","active"
"CHEMBL290106","BITHIONOL","ALDH1A1","","","Active"
"CHEMBL1594935","CYSTAMINE DIHYDROCHLORIDE","EHMT2","","","Active"
"CHEMBL1481509","DNDI1417692","APAF1","","","active"
"CHEMBL244743","ESCULETIN","HSD17B10","","","Active"
"CHEMBL1332616","ERYTHROSINE","KAT2A","","","Active"
"CHEMBL1420370","DNDI1417719","GMNN","","","active"
"CHEMBL1341830","DNDI1417309","EHMT2","","","Active"
"CHEMBL1789941","RUXOLITINIB","JAK3","26258521","","Active"
"CHEMBL601364","GNF-PF-1969","MTOR","","","Active"
"CHEMBL1643","RIBAVIRIN","RORC","","","active"
"CHEMBL47986","ERBSTATIN","L3MBTL1","","","Active"
"CHEMBL53","APOMORPHINE","VDR","","","active"
"CHEMBL1529479","TDR77135","IDH1","","","active"
"CHEMBL38380","FASUDIL","PRKACA","","","active"
"CHEMBL10247","THIORPHAN","NFE2L2","","","Active"
"CHEMBL475536","1R,9S-HYDRASTINE","TSHR","","","Active"
"CHEMBL960","LEFLUNOMIDE","RAB9A","","","Active"
"CHEMBL458328","5,8,11,14-EICOSATETRAYNOIC ACID","MCL1","","","Active"
"CHEMBL521","IBUPROFEN","TARDBP","","","active"
"CHEMBL223360","LINIFANIB","EPHA2","","","active"
"CHEMBL405110","METHYLTHIONINIUM CHLORIDE","RAD52","","","active"
"CHEMBL565612","SOTRASTAURIN","STK3","","","active"
"CHEMBL1504","TRIAMCINOLONE ACETONIDE","AR","","","active"
"CHEMBL1224512","HISPIDIN","POLI","","","active"
"CHEMBL1504679","DNDI1417156","SENP6","","","Active"
"CHEMBL1094","FELBAMATE","CYP2D6","22931300","","Active"
"CHEMBL339587","2',3,4-TRIHYDROXYCHALCONE","KDM4A","","","Active"
"CHEMBL8260","BAICALEIN","ALDH1A1","","","Active"
"CHEMBL1567571","DNDI1417614","POLI","","","active"
"CHEMBL445102","L-741626","CYP1A2","","","Active"
"CHEMBL43482","MITONAFIDE","GMNN","","","active"
"CHEMBL600908","GNF-PF-2243","ATXN2","","","active"
"CHEMBL30","CIMETIDINE","SLC22A2","21599003","","Active"
"CHEMBL2347759","2'H,4H-[2,6'-BICHROMEN]-4-ONE","CYP1B1","23600958","","Active"
"CHEMBL1321","PROCARBAZINE","CYP1A2","","","Active"
"CHEMBL579550","GNF-PF-3416","TP53","","","Active"
"CHEMBL1967878","CENISERTIB","CDC7","","","active"
"CHEMBL324842","ROSMARINIC ACID","THRB","","","Active"
"CHEMBL521851","PICTILISIB","YES1","","","active"
"CHEMBL482967","CYC-116","SGK2","","","active"
"CHEMBL312862","(-)-DEMECOLCINE","PAX8","","","active"
"CHEMBL225164","CLOXYQUIN","GLP1R","","","active"
"CHEMBL50","QUERCETIN","RECQL","","","Active"
"CHEMBL1448","NICLOSAMIDE","GNAS","","","active"
"CHEMBL484640","NSC-180246","RECQL","","","Active"
"CHEMBL12131","CLOSANTEL","RAPGEF4","","","active"
"CHEMBL60824","4-AMINO-[1,2]NAPHTHOQUINONE","VDR","","","active"
"CHEMBL514499","GW843682X","FLT3","","","active"
"CHEMBL118478","ILEPCIMIDE","BRCA1","","","active"
"CHEMBL565893","1-(4-HYDROXYPHENYL)MALEIMIDE","GMNN","","","active"
"CHEMBL154580","ZM-449829","EHMT2","","","Active"
"CHEMBL2094652","DNDI1417368","ATAD5","","","Active"
"CHEMBL389685","1H-PYRROLO[2,3-B]PYRIDINE","MAPK3","26492576","","Active"
"CHEMBL13045","CHELERYTHRINE","ALOX15B","","","Active"
"CHEMBL1335833","DNDI1416917","RXFP1","","","Active"
"CHEMBL1967878","CENISERTIB","PTK2B","","","active"
"CHEMBL222993","NSC-37031","ALOX15","","","Active"
"CHEMBL1333049","DNDI1417031","RAB9A","","","Active"
"CHEMBL603739","SJ000069305","KDM4A","","","Active"
"CHEMBL2171206","EUCALYPTIN A","MET","22934600","","Active"
"CHEMBL404505","2-BFI","HSD17B10","","","Active"
"CHEMBL542700","SKF-38393","KDM4A","","","Active"
"CHEMBL461579","GNF-PF-254","FEN1","","","active"
"CHEMBL29898","QUINALIZARIN","HPGD","","","Active"
"CHEMBL518292","ISOVELLERAL","NPSR1","","","Active"
"CHEMBL465843","PIPLARTINE","PAX8","","","active"
"CHEMBL129177","HARMALOL","BLM","","","Active"
"CHEMBL533529","TCMDC-123770","ATAD5","","","Active"
"CHEMBL191003","JNJ-7706621","AURKA","","","active"
"CHEMBL573","NIACIN","CYP2C9","22931300","","Active"
"CHEMBL1219","RABEPRAZOLE","EHMT2","","","Active"
"CHEMBL108","CARBAMAZEPINE","CYP2D6","22931300","","Active"
"CHEMBL1201193","LEVOBUPIVACAINE","CYP1A2","","","Active"
"CHEMBL679","EPINEPHRINE","HSD17B10","","","Active"
"CHEMBL601543","GNF-PF-1947","POLB","","","Active"
"CHEMBL1256738","L-750667","EHMT2","","","Active"
"CHEMBL483206","NSC-36398","WRN","","","active"
"CHEMBL453","SULFISOXAZOLE","AR","","","active"
"CHEMBL277346","OCTYL_GALLATE","PPARD","","","active"
"CHEMBL70582","BENZENE-1,2-DIAMINE","SMN1, SMN2","","","Active"
"CHEMBL464443","GONIOTHALAMIN","XPO1","20381347","","Active"
"CHEMBL1201213","ISOETHARINE","VDR","","","active"
"CHEMBL596839","GNF-PF-710","NPC1","","","Active"
"CHEMBL205061","DICHLOROTRIPHENYLBISMUTHANE","AR","","","active"
"CHEMBL590665","SJ000032152","PLK1","","","active"
"CHEMBL117217","WR-243246","MAP4K2","","","active"
"CHEMBL391997","CAPSAZEPINE","ALOX15B","","","Active"
"CHEMBL790","CHLORHEXIDINE","MC4R","","","active"
"CHEMBL2071526","ALTISSIMACOUMARIN D","SIRT1","22799262","","Active"
"CHEMBL1201154","PROCHLORPERAZINE EDISYLATE","TP53","","","Active"
"CHEMBL1355596","BUNAMIDINE","USP1","","","active"
"CHEMBL52606","COLFORSIN","RXFP1","","","Active"
"CHEMBL508102","CARBIMAZOLE","CYP2C19","22931300","","Active"
"CHEMBL15766","LY-255283","ALOX15","","","Active"
"CHEMBL585240","GNF-PF-4803","POLB","","","Active"
"CHEMBL28626","MORIN","RECQL","","","Active"
"CHEMBL1713082","TRIMEPRAZINE TARTRATE","IDH1","","","active"
"CHEMBL296586","KENPAULLONE","FLT1","","","active"
"CHEMBL365617","VER-49009","ROCK1","","","active"
"CHEMBL578915","GNF-PF-2383","ATXN2","","","active"
"CHEMBL1232416","METHYLMALONIC ACID","EHMT2","","","Active"
"CHEMBL633","AMIODARONE","SQLE","16451055","","Active"
"CHEMBL337173","NSC-663284","CYP3A4","","","Active"
"CHEMBL476968","NSC-640584","NQO1","21074425","","Active"
"CHEMBL258465","WAY-629","CYP2C9","","","Active"
"CHEMBL277525","1-[2-(TRIFLUOROMETHYL)PHENYL]IMIDAZOLE","CYP3A4","","","Active"
"CHEMBL1201356","METHYLERGONOVINE","DRD1","","","Active"
"CHEMBL88553","SIB-1757","MPHOSPH8","","","Active"
"CHEMBL19980","BREFELDIN A","IDH1","","","active"
"CHEMBL24510","FUSARIC ACID","CBFB, RUNX1","","","Active"
"CHEMBL1042","CHOLECALCIFEROL","ALOX15","","","Active"
"CHEMBL328710","SU-4312","MPHOSPH8","","","Active"
"CHEMBL85139","RUTAECARPINE","HSD17B10","","","Active"
"CHEMBL69367","AM580","NFE2L2","","","active"
"CHEMBL23293","SALIRASIB","POLI","","","active"
"CHEMBL1120","BISMUTH SUBSALICYLATE","TDP1","","","Active"
"CHEMBL538798","ZM-39923 HCL","SMAD3","","","active"
"CHEMBL118478","ILEPCIMIDE","NPC1","","","Active"
"CHEMBL491473","CEDIRANIB","FGFR1","","","active"
"CHEMBL534675","TCMDC-123956","EIF2AK1","22153346","","Active"
"CHEMBL6246","ELLAGIC ACID","BLM","","","Active"
"CHEMBL521","IBUPROFEN","CYP1A2","22931300","","Active"
"CHEMBL463175","CEPHALOCHROMIN","POLH","","","active"
"CHEMBL120806","NSC-83217","ALDH1A1","","","Active"
"CHEMBL509032","TAE-684","RPS6KA3","","","active"
"CHEMBL981","FENOFIBRIC ACID","PPARA","22579484","","Active"
"CHEMBL525103","TCMDC-123723","FEN1","","","active"
"CHEMBL363648","TAK-715","FRK","","","active"
"CHEMBL691","ETHINYL ESTRADIOL","CYP1A2","22931300","","Active"
"CHEMBL589479","SJ000031505","EHMT2","","","Active"
"CHEMBL1517","OXYTETRACYCLINE","APEX1","","","active"
"CHEMBL147587","ISOQUINE","CYP3A4","19284751","","Active"
"CHEMBL593","DELAVIRDINE","ABCC3","17172311","","Active"
"CHEMBL1256663","LY-310762","KCNH2","","","active"
"CHEMBL1201139","MEGESTROL ACETATE","NFE2L2","","","active"
"CHEMBL354349","ACRIFLAVINE CHLORIDE","POLH","","","active"
"CHEMBL598270","GNF-PF-3889","NFE2L2","","","Active"
"CHEMBL379300","A-443654","KDM4A","","","Active"
"CHEMBL225519","PHA-767491","CSNK1G2","","","active"
"CHEMBL505670","NSC-228155","POLB","","","Active"
"CHEMBL576409","GNF-PF-1919","FEN1","","","active"
"CHEMBL533226","TCMDC-123764","TP53","","","Active"
"CHEMBL466426","DIFENOCONAZOLE","AR","","","active"
"CHEMBL1320453","DNDI1417025","CYP3A4","","","Active"
"CHEMBL598477","GNF-PF-3542","CTDSP1","","","active"
"CHEMBL120563","THIRAM","KAT2A","","","Active"
"CHEMBL275809","FR-122047","HSD17B10","","","Active"
"CHEMBL1320139","HELIOMYCIN","BLM","","","Active"
"CHEMBL585439","GNF-PF-4809","NFE2L2","","","Active"
"CHEMBL1096","AMLEXANOX","RAB9A","","","Active"
"CHEMBL591613","SJ000173328","CYP2C19","","","Active"
"CHEMBL39879","DIPYRIDYL","BAZ2B","","","Active"
"CHEMBL1969664","AZD-1080","GSK3B","","","active"
"CHEMBL46516","FLUSPIRILENE","THPO","","","Active"
"CHEMBL1439099","NAFRONYL OXALATE","KDM4E","","","Active"
"CHEMBL119385","VX-745","MAPK14","17659871","","Active"
"CHEMBL55285","BENZYL ISOTHIOCYANATE","ALDH1A1","","","Active"
"CHEMBL607534","(+)-7,9-DEOXYTHYSANONE","TOP2A","19783445","","Active"
"CHEMBL460433","CALPHOSTIN C","VDR","","","active"
"CHEMBL1232132","3,5 DIBROMOTYROSINE","GMNN","","","active"
"CHEMBL1333512","N,N'-DIPHENYL-P-PHENYLENEDIAMINE","KDM4A","","","Active"
"CHEMBL78150","TYRPHOSTIN A9","ATXN2","","","active"
"CHEMBL450802","N-(4-CARBOXYPHENYL)RHODANINE","SNCA","","","active"
