ensembl_id	ensembl_gene_symbol	ensembl_gene_biotype
ENSG00000199731	U6	SNRNA
ENSG00000221120	MIR1224	MIRNA
ENSG00000201831	SNORD115-1	SNORNA
ENSG00000202047	RN5S324	RRNA
ENSG00000225002	RP11-6F6.1	LINCRNA
ENSG00000228309	GS1-204I12.2	LINCRNA
ENSG00000235566	BX004987.7	LINCRNA
ENSG00000048740	CELF2	PROTEIN_CODING
ENSG00000258142	RP11-18O15.1	PSEUDOGENE
ENSG00000204343	C9ORF118	PROTEIN_CODING
ENSG00000200036	RN5S65	RRNA
ENSG00000212517	SNORA26	SNORNA
ENSG00000264978	METAZOA_SRP	MISC_RNA
ENSG00000231169	EEF1B2P1	PSEUDOGENE
ENSG00000245105	RP11-436I9.2	LINCRNA
ENSG00000177261	ENSAP3	PSEUDOGENE
ENSG00000264446	AC046130.1	MIRNA
ENSG00000264914	RP11-343K8.3	ANTISENSE
ENSG00000226954	RP5-983L19.2	LINCRNA
ENSG00000213061	PFN1P11	PSEUDOGENE
ENSG00000229615	AC111200.1	PROTEIN_CODING
ENSG00000226576	RP11-523O18.1	ANTISENSE
ENSG00000264629	D87007.1	MIRNA
ENSG00000232367	TAP1	PROTEIN_CODING
ENSG00000223661	C4B-AS1	PROCESSED_TRANSCRIPT
ENSG00000164066	INTU	PROTEIN_CODING
ENSG00000186297	GABRA5	PROTEIN_CODING
ENSG00000222791	RNU6-67	SNRNA
ENSG00000227973	AC023356.3	PSEUDOGENE
ENSG00000235421	RP11-667F9.1	PSEUDOGENE
ENSG00000179935	RP5-1068E13.3	LINCRNA
ENSG00000093134	VNN3	PROTEIN_CODING
ENSG00000266474	RP11-315I20.3	PROCESSED_TRANSCRIPT
ENSG00000226394	RP11-413E1.2	PSEUDOGENE
ENSG00000226174	TEX22	PROTEIN_CODING
ENSG00000139874	SSTR1	PROTEIN_CODING
ENSG00000259054	AE000662.93	ANTISENSE
ENSG00000152049	KCNE4	PROTEIN_CODING
ENSG00000236624	CCDC163P	PROTEIN_CODING
ENSG00000222678	7SK	MISC_RNA
ENSG00000232679	RP11-400N13.3	LINCRNA
ENSG00000079689	SCGN	PROTEIN_CODING
ENSG00000227209	RP11-315E23.1	PSEUDOGENE
ENSG00000239572	RP11-451B8.1	LINCRNA
ENSG00000231925	TAPBP	PROTEIN_CODING
ENSG00000215310	RP6-60B16.1	PSEUDOGENE
ENSG00000257299	AL773535.1	PSEUDOGENE
ENSG00000131378	RFTN1	PROTEIN_CODING
ENSG00000241334	RPL35AP33	PSEUDOGENE
ENSG00000238703	SNOU13	SNORNA
ENSG00000263026	NLRP7	PROTEIN_CODING
ENSG00000119714	GPR68	PROTEIN_CODING
ENSG00000133740	E2F5	PROTEIN_CODING
ENSG00000226239	RP1-310O13.7	ANTISENSE
ENSG00000257445	RP11-461F16.4	PROCESSED_TRANSCRIPT
ENSG00000233444	AC013262.1	PSEUDOGENE
ENSG00000237821	AC083873.4	PSEUDOGENE
ENSG00000225807	RP11-44M6.1	LINCRNA
ENSG00000224628	RP5-854E16.2	PSEUDOGENE
ENSG00000165655	ZNF503	PROTEIN_CODING
ENSG00000235514	AP000226.9	PSEUDOGENE
ENSG00000252906	SCARNA3	SNORNA
ENSG00000125875	TBC1D20	PROTEIN_CODING
ENSG00000236540	AC006547.13	ANTISENSE
ENSG00000204801	RP11-96J15.2	PSEUDOGENE
ENSG00000181705	RP11-11L12.2	PSEUDOGENE
ENSG00000264208	MIR4781	MIRNA
ENSG00000249231	RP11-297L17.1	LINCRNA
ENSG00000107165	TYRP1	PROTEIN_CODING
ENSG00000101439	CST3	PROTEIN_CODING
ENSG00000248466	RP11-640B6.1	PSEUDOGENE
ENSG00000221325	MIR1200	MIRNA
ENSG00000201379	U4	SNRNA
ENSG00000261665	RP11-1006B19.1	PSEUDOGENE
ENSG00000163521	GLB1L	PROTEIN_CODING
ENSG00000135090	TAOK3	PROTEIN_CODING
ENSG00000198049	AVPR1B	PROTEIN_CODING
ENSG00000252472	U6	SNRNA
ENSG00000183146	CYORF17	PROTEIN_CODING
ENSG00000238344	SNORD126	SNORNA
ENSG00000249650	RP11-310P5.1	ANTISENSE
ENSG00000168828	OR13J1	PROTEIN_CODING
ENSG00000091831	ESR1	PROTEIN_CODING
ENSG00000233559	AC016831.7	LINCRNA
ENSG00000255265	TMA16P1	PSEUDOGENE
ENSG00000200829	Y_RNA	MISC_RNA
ENSG00000181781	ODF3L2	PROTEIN_CODING
ENSG00000199550	Y_RNA	MISC_RNA
ENSG00000164932	CTHRC1	PROTEIN_CODING
ENSG00000224509	AC010884.1	ANTISENSE
ENSG00000180221	RP11-179B15.2	PSEUDOGENE
ENSG00000253898	RP11-51M18.1	LINCRNA
ENSG00000259954	AC002303.5	ANTISENSE
ENSG00000183795	BPY2B	PROTEIN_CODING
ENSG00000257662	EIF4A1P12	PSEUDOGENE
ENSG00000263792	AC239868.2	PROTEIN_CODING
ENSG00000177186	OR2M7	PROTEIN_CODING
ENSG00000158352	SHROOM4	PROTEIN_CODING
ENSG00000258022	AL662822.11	PSEUDOGENE
ENSG00000228912	IFITM4P	PSEUDOGENE
ENSG00000203722	RAET1G	PROTEIN_CODING
ENSG00000197079	KRT35	PROTEIN_CODING
ENSG00000214546	AC087491.2	LINCRNA
ENSG00000211964	IGHV3-48	IG_V_GENE
ENSG00000259379	RP11-925D8.5	PSEUDOGENE
ENSG00000236898	HLA-DPA2	PSEUDOGENE
ENSG00000248237	RP11-593F5.1	PSEUDOGENE
ENSG00000222209	RN5S56	RRNA
ENSG00000226923	MCCD1	PROTEIN_CODING
ENSG00000250476	AC226119.3	PSEUDOGENE
ENSG00000138434	SSFA2	PROTEIN_CODING
ENSG00000250148	KRT8P31	PSEUDOGENE
ENSG00000238222	MKRN4P	PSEUDOGENE
ENSG00000255492	CTD-2381F24.1	PSEUDOGENE
ENSG00000206531	CD200R1L	PROTEIN_CODING
ENSG00000261629	RP5-842K16.2	ANTISENSE
ENSG00000251850	RN5S96	RRNA
ENSG00000227042	RP6-1O2.1	LINCRNA
ENSG00000220541	RP5-1170D6.1	PSEUDOGENE
ENSG00000260087	PCMTD1P2	PSEUDOGENE
ENSG00000213934	HBG1	PROTEIN_CODING
ENSG00000230474	ATP6V1G1P7	PSEUDOGENE
ENSG00000265391	AC112504.1	MIRNA
ENSG00000262538	U6	SNRNA
ENSG00000172531	PPP1CA	PROTEIN_CODING
ENSG00000215537	ZNF736P11Y	PSEUDOGENE
ENSG00000200982	Y_RNA	MISC_RNA
ENSG00000259058	RP11-488C13.4	LINCRNA
ENSG00000207757	MIR93	MIRNA
ENSG00000166321	NUDT13	PROTEIN_CODING
ENSG00000124588	NQO2	PROTEIN_CODING
ENSG00000165891	E2F7	PROTEIN_CODING
ENSG00000254201	RP11-618M23.2	LINCRNA
ENSG00000076258	FMO4	PROTEIN_CODING
ENSG00000235609	AF127936.7	PROCESSED_TRANSCRIPT
ENSG00000259110	RP11-359N5.1	LINCRNA
ENSG00000253187	HOXA-AS4	ANTISENSE
ENSG00000255103	KIAA0754	PROTEIN_CODING
ENSG00000151952	TMEM132D	PROTEIN_CODING
ENSG00000172288	CDY1	PROTEIN_CODING
ENSG00000222169	AL162590.1	MIRNA
ENSG00000103855	CD276	PROTEIN_CODING
ENSG00000234794	HLA-DRA	PROTEIN_CODING
ENSG00000157350	ST3GAL2	PROTEIN_CODING
ENSG00000197588	KLKP1	PSEUDOGENE
ENSG00000215805	RP11-438O11.1	PSEUDOGENE
ENSG00000176986	SEC24C	PROTEIN_CODING
ENSG00000235814	NCRNA00171	NON_CODING
ENSG00000169325	GUSBP12	PSEUDOGENE
ENSG00000197329	PELI1	PROTEIN_CODING
ENSG00000144824	PHLDB2	PROTEIN_CODING
ENSG00000126107	HECTD3	PROTEIN_CODING
ENSG00000197312	DDI2	PROTEIN_CODING
ENSG00000246877	RP11-24M17.7	ANTISENSE
ENSG00000211678	IGLJ3	IG_J_GENE
ENSG00000172575	RASGRP1	PROTEIN_CODING
ENSG00000255363	RP11-672A2.5	LINCRNA
ENSG00000251795	SNORA66	SNORNA
ENSG00000086288	NME8	PROTEIN_CODING
ENSG00000265289	AC104984.4	ANTISENSE
ENSG00000254193	RP11-585F1.8	PSEUDOGENE
ENSG00000257793	AC217770.3	PROTEIN_CODING
ENSG00000230160	AC004854.5	PSEUDOGENE
ENSG00000228653	RP11-321E8.2-001	PSEUDOGENE
ENSG00000228800	RP11-253D19.1	LINCRNA
ENSG00000266280	MIR4284	MIRNA
ENSG00000244184	RP11-314A20.2	ANTISENSE
ENSG00000083099	LYRM2	PROTEIN_CODING
ENSG00000199299	RN5S430	RRNA
ENSG00000211691	TRGJP	TR_J_GENE
ENSG00000185559	DLK1	PROTEIN_CODING
ENSG00000261695	RP11-719K4.6	ANTISENSE
ENSG00000240237	CTD-2182N23.1	PSEUDOGENE
ENSG00000264496	AC108218.1	MIRNA
ENSG00000229878	RP11-479G22.7	PSEUDOGENE
ENSG00000185792	NLRP9	PROTEIN_CODING
ENSG00000226331	AC009302.4	PSEUDOGENE
ENSG00000180611	MB21D2	PROTEIN_CODING
ENSG00000223407	USP9YP18	PSEUDOGENE
ENSG00000129472	RAB2B	PROTEIN_CODING
ENSG00000260258	RP11-467J12.2	PSEUDOGENE
ENSG00000229269	RP11-298A8.2	LINCRNA
ENSG00000223731	GS1-184P14.1	PSEUDOGENE
ENSG00000242071	RPL7AP6	PSEUDOGENE
ENSG00000231592	SAR1P1	PSEUDOGENE
ENSG00000084110	HAL	PROTEIN_CODING
ENSG00000227007	AC105253.1	LINCRNA
ENSG00000135845	PIGC	PROTEIN_CODING
ENSG00000125319	C17ORF53	PROTEIN_CODING
ENSG00000221676	RNU6ATAC	SNRNA
ENSG00000258705	AE000660.4	PSEUDOGENE
ENSG00000230115	TPRG1-AS2	ANTISENSE
ENSG00000244694	PTCHD4	PROTEIN_CODING
ENSG00000259537	RP11-795G3.3	ANTISENSE
ENSG00000161526	SAP30BP	PROTEIN_CODING
ENSG00000239393	CTD-2301A4.1	PSEUDOGENE
ENSG00000185168	LINC00482	LINCRNA
ENSG00000266691	RP11-1109M24.15	PSEUDOGENE
ENSG00000259271	ANKRD62P1	PSEUDOGENE
ENSG00000165209	STRBP	PROTEIN_CODING
ENSG00000266876	RP11-1148O4.1	PSEUDOGENE
ENSG00000173699	SPATA3	PROTEIN_CODING
ENSG00000207274	SNORA70	SNORNA
ENSG00000238671	SNORA78	SNORNA
ENSG00000096088	PGC	PROTEIN_CODING
ENSG00000255595	RP4-809F18.1	LINCRNA
ENSG00000251834	U6	SNRNA
ENSG00000101255	TRIB3	PROTEIN_CODING
ENSG00000116120	FARSB	PROTEIN_CODING
ENSG00000225270	CICP12	PSEUDOGENE
ENSG00000259793	RP11-400N9.1	ANTISENSE
ENSG00000171735	CAMTA1	PROTEIN_CODING
ENSG00000261242	CTD-2302E22.4	ANTISENSE
ENSG00000231576	Z95114.3	PSEUDOGENE
ENSG00000225338	RP11-384C4.3	PSEUDOGENE
ENSG00000103546	SLC6A2	PROTEIN_CODING
ENSG00000214245	HDHD1P3	PSEUDOGENE
ENSG00000252078	SNORD112	SNORNA
ENSG00000238078	RP11-295M18.2	LINCRNA
ENSG00000199360	U6	SNRNA
ENSG00000265327	METAZOA_SRP	MISC_RNA
ENSG00000266369	RP11-344E13.4	ANTISENSE
ENSG00000244512	METAZOA_SRP	MISC_RNA
ENSG00000078618	NRD1	PROTEIN_CODING
ENSG00000200895	7SK	MISC_RNA
ENSG00000202309	Y_RNA	MISC_RNA
ENSG00000179817	MRGPRX4	PROTEIN_CODING
ENSG00000203438	AL512625.1	PSEUDOGENE
ENSG00000138115	CYP2C8	PROTEIN_CODING
ENSG00000170289	CNGB3	PROTEIN_CODING
ENSG00000250006	CTB-179I1.1	PSEUDOGENE
ENSG00000215256	DHRS4-AS1	PROCESSED_TRANSCRIPT
ENSG00000228451	SDAD1P1	PSEUDOGENE
ENSG00000207103	U6	SNRNA
ENSG00000227243	SLAMF6P1	PSEUDOGENE
ENSG00000183960	KCNH8	PROTEIN_CODING
ENSG00000107262	BAG1	PROTEIN_CODING
ENSG00000125531	C20ORF195	PROTEIN_CODING
ENSG00000242850	RPL23AP68	PSEUDOGENE
ENSG00000089060	SLC24A6	PROTEIN_CODING
ENSG00000204692	OR12D3	PROTEIN_CODING
ENSG00000255197	RP11-750H9.5	ANTISENSE
ENSG00000237483	RP11-423E7.1	PSEUDOGENE
ENSG00000112996	MRPS30	PROTEIN_CODING
ENSG00000155085	AKD1	PROTEIN_CODING
ENSG00000215529	EFCAB8	PROTEIN_CODING
ENSG00000249531	RP11-642E20.3	PSEUDOGENE
ENSG00000164296	TIGD6	PROTEIN_CODING
ENSG00000222777	U6	SNRNA
ENSG00000259987	CTD-2522B17.4	PSEUDOGENE
ENSG00000212397	SNOSNR66	SNORNA
ENSG00000237945	AP000569.8	LINCRNA
ENSG00000237917	PARP4P1	PSEUDOGENE
ENSG00000213484	EIF4A1P8	PSEUDOGENE
ENSG00000148136	OR13C4	PROTEIN_CODING
ENSG00000196611	MMP1	PROTEIN_CODING
ENSG00000198715	C1ORF85	PROTEIN_CODING
ENSG00000005471	ABCB4	PROTEIN_CODING
ENSG00000228518	SURF6P1	PSEUDOGENE
ENSG00000259436	CTC-378H22.2	ANTISENSE
ENSG00000262892	RP11-429H5.1	PSEUDOGENE
ENSG00000185272	RBM11	PROTEIN_CODING
ENSG00000265057	MIR4765	MIRNA
ENSG00000235475	RP11-166O4.5	LINCRNA
ENSG00000088782	DEFB127	PROTEIN_CODING
ENSG00000212502	SNORA40	SNORNA
ENSG00000230964	AC018696.4	PSEUDOGENE
ENSG00000257472	RP11-159D23.2	LINCRNA
ENSG00000180011	ZADH2	PROTEIN_CODING
ENSG00000164438	TLX3	PROTEIN_CODING
ENSG00000163882	POLR2H	PROTEIN_CODING
ENSG00000225624	TBL1YP1	PSEUDOGENE
ENSG00000254935	RP11-266E8.2	PSEUDOGENE
ENSG00000176797	DEFB103A	PROTEIN_CODING
ENSG00000250835	RP11-538D9.2	PSEUDOGENE
ENSG00000238779	SNOU13	SNORNA
ENSG00000231294	AC006994.2	ANTISENSE
ENSG00000252022	SNORD33	SNORNA
ENSG00000163497	FEV	PROTEIN_CODING
ENSG00000250778	AC004980.8	PSEUDOGENE
ENSG00000129353	SLC44A2	PROTEIN_CODING
ENSG00000135776	ABCB10	PROTEIN_CODING
ENSG00000229698	HLA-F	PROTEIN_CODING
ENSG00000228408	RP1-111D6.3	PROCESSED_TRANSCRIPT
ENSG00000198860	TSEN15	PROTEIN_CODING
ENSG00000179994	AC005488.12	PSEUDOGENE
ENSG00000232458	AC005029.1	LINCRNA
ENSG00000231191	RP11-147I11.2	ANTISENSE
ENSG00000221561	AC087069.1	MIRNA
ENSG00000101883	RHOXF1	PROTEIN_CODING
ENSG00000213362	FTH1P12	PSEUDOGENE
ENSG00000165792	METTL17	PROTEIN_CODING
ENSG00000165810	BTNL9	PROTEIN_CODING
ENSG00000231881	RP5-1120P11.3	LINCRNA
ENSG00000262404	AC012314.19	PSEUDOGENE
ENSG00000235748	RP11-32D17.4	PSEUDOGENE
ENSG00000187546	AGMO	PROTEIN_CODING
ENSG00000170688	OR5E1P	PSEUDOGENE
ENSG00000076356	PLXNA2	PROTEIN_CODING
ENSG00000117154	IGSF21	PROTEIN_CODING
ENSG00000227505	RP11-434J24.2	PSEUDOGENE
ENSG00000139697	SBNO1	PROTEIN_CODING
ENSG00000204120	GIGYF2	PROTEIN_CODING
ENSG00000265654	AL513547.1	MIRNA
ENSG00000140511	HAPLN3	PROTEIN_CODING
ENSG00000251898	SCARNA11	SNORNA
ENSG00000257382	AC217772.1	PROTEIN_CODING
ENSG00000180901	KCTD2	PROTEIN_CODING
ENSG00000211619	IGKV2-40	IG_V_GENE
ENSG00000230973	RP1-154J13.2	PSEUDOGENE
ENSG00000262711	AC005077.7	PSEUDOGENE
ENSG00000199450	RN5S276	RRNA
ENSG00000255940	REXO1L2P	PROTEIN_CODING
ENSG00000257563	MIR3180-3	LINCRNA
ENSG00000237421	UBDP1	PSEUDOGENE
ENSG00000224082	AC090955.4	PSEUDOGENE
ENSG00000266666	MIR4325	MIRNA
ENSG00000184857	TMEM186	PROTEIN_CODING
ENSG00000206838	SNORA5A	SNORNA
ENSG00000138207	RBP4	PROTEIN_CODING
ENSG00000166693	OR5M13P	PSEUDOGENE
ENSG00000260698	RP11-439E19.9	LINCRNA
ENSG00000257808	RP11-1136G11.8	LINCRNA
ENSG00000232129	AC011385.2	PSEUDOGENE
ENSG00000249169	CTC-529L17.1	LINCRNA
ENSG00000151881	C5ORF28	PROTEIN_CODING
ENSG00000240097	RP11-641C17.4	PSEUDOGENE
ENSG00000161807	OR7G1	PROTEIN_CODING
ENSG00000265446	CR759778.2	MIRNA
ENSG00000249200	RP11-290O12.1	PSEUDOGENE
ENSG00000202374	SNORA62	SNORNA
ENSG00000224778	CENPIP1	PSEUDOGENE
ENSG00000205356	TECPR1	PROTEIN_CODING
ENSG00000220948	TRIM51GP	PSEUDOGENE
ENSG00000205089	CCNI2	PROTEIN_CODING
ENSG00000234047	AC113612.1	PSEUDOGENE
ENSG00000231944	PHKA1-AS1	ANTISENSE
ENSG00000129317	PUS7L	PROTEIN_CODING
ENSG00000105679	GAPDHS	PROTEIN_CODING
ENSG00000265737	RP11-1157N2__B.2	ANTISENSE
ENSG00000207407	SNORA1	SNORNA
ENSG00000263914	RP11-846F4.5	PSEUDOGENE
ENSG00000226415	TPI1P1	PSEUDOGENE
ENSG00000236711	SMAD9-AS1	ANTISENSE
ENSG00000132383	RPA1	PROTEIN_CODING
ENSG00000225774	SIRPAP1	PSEUDOGENE
ENSG00000129003	VPS13C	PROTEIN_CODING
ENSG00000233381	AK4P3	PSEUDOGENE
ENSG00000253721	RP11-449M6.2	PSEUDOGENE
ENSG00000251730	SNORA4	SNORNA
ENSG00000153779	TGIF2LX	PROTEIN_CODING
ENSG00000214147	RP11-332P22.2	PSEUDOGENE
ENSG00000255466	OR5AL2P	PSEUDOGENE
ENSG00000257945	CR759912.5	PSEUDOGENE
ENSG00000248713	RP11-766F14.2	PROTEIN_CODING
ENSG00000118271	TTR	PROTEIN_CODING
ENSG00000091844	RGS17	PROTEIN_CODING
ENSG00000166896	XRCC6BP1	PROTEIN_CODING
ENSG00000263891	AC092634.1	MIRNA
ENSG00000247092	SNHG10	ANTISENSE
ENSG00000214248	AC010336.2	PROTEIN_CODING
ENSG00000231953	RP4-706G24.1	ANTISENSE
ENSG00000220008	LINGO3	PROTEIN_CODING
ENSG00000189252	SPANXN3	PROTEIN_CODING
ENSG00000249271	AC084854.4	PSEUDOGENE
ENSG00000265879	MIR4748	MIRNA
ENSG00000225065	RP11-346K17.4	ANTISENSE
ENSG00000233161	DHFRP2	PSEUDOGENE
ENSG00000170482	SLC23A1	PROTEIN_CODING
ENSG00000265948	RP11-296E23.2	SENSE_INTRONIC
ENSG00000266672	SNORD33	SNORNA
ENSG00000111845	PAK1IP1	PROTEIN_CODING
ENSG00000256125	RP5-944M2.4	PSEUDOGENE
ENSG00000139572	GPR84	PROTEIN_CODING
ENSG00000258282	BTF3P2	PSEUDOGENE
ENSG00000237661	RP11-169L17.5	PSEUDOGENE
ENSG00000266800	AL135791.1	MIRNA
ENSG00000165178	NCF1C	PSEUDOGENE
ENSG00000207495	RNY3P10	MISC_RNA
ENSG00000259652	RP11-797A18.3	LINCRNA
ENSG00000007944	MYLIP	PROTEIN_CODING
ENSG00000198657	OR8B4	PROTEIN_CODING
ENSG00000164972	C9ORF24	PROTEIN_CODING
ENSG00000251504	RP11-162G9.1	LINCRNA
ENSG00000264749	AC011313.1	MIRNA
ENSG00000227960	RP5-837I24.6	SENSE_INTRONIC
ENSG00000205277	MUC12	PROTEIN_CODING
ENSG00000132744	ACY3	PROTEIN_CODING
ENSG00000260596	DUX4	PROTEIN_CODING
ENSG00000262661	NCR1	PROTEIN_CODING
ENSG00000246331	RP11-77I22.2	LINCRNA
ENSG00000231473	LINC00441	LINCRNA
ENSG00000228278	ORM2	PROTEIN_CODING
ENSG00000197530	MIB2	PROTEIN_CODING
ENSG00000200118	Y_RNA	MISC_RNA
ENSG00000225436	AC005971.3	ANTISENSE
ENSG00000171055	FEZ2	PROTEIN_CODING
ENSG00000248746	ACTN3	POLYMORPHIC_PSEUDOGENE
ENSG00000242180	OR51B5	PROTEIN_CODING
ENSG00000163221	S100A12	PROTEIN_CODING
ENSG00000256915	RP11-221N13.4	LINCRNA
ENSG00000228056	CFL1P3	PSEUDOGENE
ENSG00000118217	ATF6	PROTEIN_CODING
ENSG00000262905	RP5-1029F21.2	ANTISENSE
ENSG00000184056	VPS33B	PROTEIN_CODING
ENSG00000228122	MTND1P17	PSEUDOGENE
ENSG00000266688	AC079398.1	MIRNA
ENSG00000262616	KRTAP3-4P	PSEUDOGENE
ENSG00000226180	AC010536.2	PROTEIN_CODING
ENSG00000228771	RP11-552J9.1	PSEUDOGENE
ENSG00000238279	BX470102.3	ANTISENSE
ENSG00000235378	RP1-190I16.2	PSEUDOGENE
ENSG00000224907	RP11-451M19.2	PSEUDOGENE
ENSG00000233265	MICF	PSEUDOGENE
ENSG00000212163	SNORD91A	SNORNA
ENSG00000154975	CA10	PROTEIN_CODING
ENSG00000226505	AC016700.3	LINCRNA
ENSG00000135698	MPHOSPH6	PROTEIN_CODING
ENSG00000249772	CTD-2193P3.2	ANTISENSE
ENSG00000259478	RP11-753A21.1	PROCESSED_TRANSCRIPT
ENSG00000237572	RP11-373D7.1	PSEUDOGENE
ENSG00000263275	RP11-216N14.9	ANTISENSE
ENSG00000226287	TMEM191A	LINCRNA
ENSG00000211518	AC006988.1	MIRNA
ENSG00000229105	RP11-264C15.2	ANTISENSE
ENSG00000265889	Y_RNA	MISC_RNA
ENSG00000265060	PPY2	PSEUDOGENE
ENSG00000201610	RN5S84	RRNA
ENSG00000238587	SNOU13	SNORNA
ENSG00000243845	METAZOA_SRP	MISC_RNA
ENSG00000230500	RP11-360I20.2	ANTISENSE
ENSG00000173262	SLC2A14	PROTEIN_CODING
ENSG00000231671	RP11-157N3.1	LINCRNA
ENSG00000213333	RP11-158C6.2	PSEUDOGENE
ENSG00000238545	SNOU13	SNORNA
ENSG00000227668	MAS1LP1	PSEUDOGENE
ENSG00000253963	IGLV3-2	IG_V_PSEUDOGENE
ENSG00000188051	TMEM221	PROTEIN_CODING
ENSG00000237407	KB-1183D5.14	LINCRNA
ENSG00000221768	AL356309.1	MIRNA
ENSG00000256150	RP11-885B4.1	LINCRNA
ENSG00000260794	TRBVA	TR_V_PSEUDOGENE
ENSG00000240877	METAZOA_SRP	MISC_RNA
ENSG00000147140	NONO	PROTEIN_CODING
ENSG00000262970	ACER3	PROTEIN_CODING
ENSG00000198457	CYP21A2	PROTEIN_CODING
ENSG00000151239	TWF1	PROTEIN_CODING
ENSG00000172724	CCL19	PROTEIN_CODING
ENSG00000188314	AC006271.2	PROTEIN_CODING
ENSG00000239467	AC007405.6	LINCRNA
ENSG00000263517	SNORA48	SNORNA
ENSG00000225154	RP11-184J23.2	PSEUDOGENE
ENSG00000234613	RP5-1158E12.1	LINCRNA
ENSG00000226918	AC010086.1	PSEUDOGENE
ENSG00000264418	AL662890.9	MIRNA
ENSG00000213275	AP005232.1	PSEUDOGENE
ENSG00000234943	AC092839.4	ANTISENSE
ENSG00000163736	PPBP	PROTEIN_CODING
ENSG00000224264	VARS	PROTEIN_CODING
ENSG00000264324	RP11-287D1.3	PROTEIN_CODING
ENSG00000260271	RP1-45N11.1	LINCRNA
ENSG00000135114	OASL	PROTEIN_CODING
ENSG00000204531	POU5F1	PROTEIN_CODING
ENSG00000263814	AC093786.1	MIRNA
ENSG00000087087	SRRT	PROTEIN_CODING
ENSG00000164619	BMPER	PROTEIN_CODING
ENSG00000254706	RP11-565P22.6	PROTEIN_CODING
ENSG00000147488	ST18	PROTEIN_CODING
ENSG00000185716	C16ORF52	PROTEIN_CODING
ENSG00000187601	MAGEH1	PROTEIN_CODING
ENSG00000233376	RP5-881L22.6	LINCRNA
ENSG00000213005	PTTG3P	PSEUDOGENE
ENSG00000254999	BRK1	PROTEIN_CODING
ENSG00000219653	GCNT1P4	PSEUDOGENE
ENSG00000252404	SCARNA16	SNORNA
ENSG00000212156	U6	SNRNA
ENSG00000182272	B4GALNT4	PROTEIN_CODING
ENSG00000099999	RNF215	PROTEIN_CODING
ENSG00000223877	RP11-2F9.3	PSEUDOGENE
ENSG00000085563	ABCB1	PROTEIN_CODING
ENSG00000251902	RNU6-51	SNRNA
ENSG00000262998	XXBAC-BPG308K3.5	PROCESSED_TRANSCRIPT
ENSG00000161091	MFSD12	PROTEIN_CODING
ENSG00000258646	RP11-950C14.3	ANTISENSE
ENSG00000264529	RP11-556O9.3	PSEUDOGENE
ENSG00000248730	EGFLAM-AS4	ANTISENSE
ENSG00000248506	RP11-93I21.2	PSEUDOGENE
ENSG00000112029	FBXO5	PROTEIN_CODING
ENSG00000108518	PFN1	PROTEIN_CODING
ENSG00000105467	SYNGR4	PROTEIN_CODING
ENSG00000256920	CR753846.1	PSEUDOGENE
ENSG00000237499	RP11-356I2.4	LINCRNA
ENSG00000207574	MIR661	MIRNA
ENSG00000218459	RPS27P15	PSEUDOGENE
ENSG00000236559	RP11-243J16.7	ANTISENSE
ENSG00000215187	FAM166B	PROTEIN_CODING
ENSG00000261096	RP11-690I21.2	SENSE_OVERLAPPING
ENSG00000224658	RP11-631F7.1	ANTISENSE
ENSG00000263958	RP11-676J15.1	LINCRNA
ENSG00000266871	HSA-MIR-877	MIRNA
ENSG00000172967	XKR3	PROTEIN_CODING
ENSG00000158220	ESYT3	PROTEIN_CODING
ENSG00000233947	RP11-336N8.2	PSEUDOGENE
ENSG00000259883	CTD-2382E5.4	ANTISENSE
ENSG00000262156	APOBEC3A	PROTEIN_CODING
ENSG00000257069	RP11-783K16.10	PROCESSED_TRANSCRIPT
ENSG00000249373	RP11-650J17.2	ANTISENSE
ENSG00000225189	REREP1Y	PSEUDOGENE
ENSG00000257134	BX927139.1	PROTEIN_CODING
ENSG00000205846	CLEC6A	PROTEIN_CODING
ENSG00000264062	AC131012.1	MIRNA
ENSG00000266754	METAZOA_SRP	MISC_RNA
ENSG00000259146	RP1-261D10.2	ANTISENSE
ENSG00000134453	RBM17	PROTEIN_CODING
ENSG00000004455	AK2	PROTEIN_CODING
ENSG00000229525	AC053503.4	LINCRNA
ENSG00000216197	AP001623.1	MIRNA
ENSG00000125462	C1ORF61	PROTEIN_CODING
ENSG00000220130	RP1-72A23.3	PSEUDOGENE
ENSG00000138964	PARVG	PROTEIN_CODING
ENSG00000215472	RP11-110H1.2	PROTEIN_CODING
ENSG00000261842	RP11-143I21.1	LINCRNA
ENSG00000105136	ZNF419	PROTEIN_CODING
ENSG00000212374	U6	SNRNA
ENSG00000167632	TRAPPC9	PROTEIN_CODING
ENSG00000151466	SCLT1	PROTEIN_CODING
ENSG00000129480	C14ORF126	PROTEIN_CODING
ENSG00000224613	RP11-153F1.1	ANTISENSE
ENSG00000259705	RP11-227D13.1	LINCRNA
ENSG00000252329	SCARNA16	SNORNA
ENSG00000263948	MIR4785	MIRNA
ENSG00000164076	CAMKV	PROTEIN_CODING
ENSG00000187461	AL583828.1	PROTEIN_CODING
ENSG00000237891	RP11-417D4.1	PSEUDOGENE
ENSG00000179611	DGKZP1	PSEUDOGENE
ENSG00000160883	HK3	PROTEIN_CODING
ENSG00000262219	AC010492.5	PSEUDOGENE
ENSG00000170209	ANKK1	PROTEIN_CODING
ENSG00000230995	PPP1R10	PROTEIN_CODING
ENSG00000227497	PABPC1P6	PSEUDOGENE
