entrez_gene_symbol	gene_long_name	category_sources	category
ADAMTS12 	ADAM metallopeptidase with thrombospondin type 1 motif, 12 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS12 	ADAM metallopeptidase with thrombospondin type 1 motif, 12 	GO, dGene	PROTEASE
ADAMTS12 	ADAM metallopeptidase with thrombospondin type 1 motif, 12 	RussLampel	DRUGGABLE GENOME
ADAMTS13 	ADAM metallopeptidase with thrombospondin type 1 motif, 13 	GO	CELL SURFACE
ADAMTS13 	ADAM metallopeptidase with thrombospondin type 1 motif, 13 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS13 	ADAM metallopeptidase with thrombospondin type 1 motif, 13 	GO, dGene	PROTEASE
ADAMTS13 	ADAM metallopeptidase with thrombospondin type 1 motif, 13 	RussLampel	DRUGGABLE GENOME
ADAMTS14 	ADAM metallopeptidase with thrombospondin type 1 motif, 14 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS14 	ADAM metallopeptidase with thrombospondin type 1 motif, 14 	GO, dGene	PROTEASE
ADAMTS14 	ADAM metallopeptidase with thrombospondin type 1 motif, 14 	RussLampel	DRUGGABLE GENOME
ADAMTS15 	ADAM metallopeptidase with thrombospondin type 1 motif, 15 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS15 	ADAM metallopeptidase with thrombospondin type 1 motif, 15 	GO, dGene	PROTEASE
ADAMTS15 	ADAM metallopeptidase with thrombospondin type 1 motif, 15 	RussLampel	DRUGGABLE GENOME
ADAMTS16 	ADAM metallopeptidase with thrombospondin type 1 motif, 16 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS16 	ADAM metallopeptidase with thrombospondin type 1 motif, 16 	GO, dGene	PROTEASE
ADAMTS16 	ADAM metallopeptidase with thrombospondin type 1 motif, 16 	RussLampel	DRUGGABLE GENOME
ADAMTS17 	ADAM metallopeptidase with thrombospondin type 1 motif, 17 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS17 	ADAM metallopeptidase with thrombospondin type 1 motif, 17 	GO, dGene	PROTEASE
ADAMTS17 	ADAM metallopeptidase with thrombospondin type 1 motif, 17 	RussLampel	DRUGGABLE GENOME
ADAMTS18 	ADAM metallopeptidase with thrombospondin type 1 motif, 18 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS18 	ADAM metallopeptidase with thrombospondin type 1 motif, 18 	GO, dGene	PROTEASE
ADAMTS18 	ADAM metallopeptidase with thrombospondin type 1 motif, 18 	RussLampel	DRUGGABLE GENOME
ADAMTS19 	ADAM metallopeptidase with thrombospondin type 1 motif, 19 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS19 	ADAM metallopeptidase with thrombospondin type 1 motif, 19 	GO, dGene	PROTEASE
ADAMTS19 	ADAM metallopeptidase with thrombospondin type 1 motif, 19 	RussLampel	DRUGGABLE GENOME
ADAMTS2 	ADAM metallopeptidase with thrombospondin type 1 motif, 2 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS2 	ADAM metallopeptidase with thrombospondin type 1 motif, 2 	GO, dGene	PROTEASE
ADAMTS2 	ADAM metallopeptidase with thrombospondin type 1 motif, 2 	RussLampel	DRUGGABLE GENOME
ADAMTS20 	ADAM metallopeptidase with thrombospondin type 1 motif, 20 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS20 	ADAM metallopeptidase with thrombospondin type 1 motif, 20 	GO, dGene	PROTEASE
ADAMTS20 	ADAM metallopeptidase with thrombospondin type 1 motif, 20 	RussLampel	DRUGGABLE GENOME
ADAMTS3 	ADAM metallopeptidase with thrombospondin type 1 motif, 3 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS3 	ADAM metallopeptidase with thrombospondin type 1 motif, 3 	GO, dGene	PROTEASE
ADAMTS3 	ADAM metallopeptidase with thrombospondin type 1 motif, 3 	RussLampel	DRUGGABLE GENOME
ADAMTS4 	ADAM metallopeptidase with thrombospondin type 1 motif, 4 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS4 	ADAM metallopeptidase with thrombospondin type 1 motif, 4 	GO, dGene	PROTEASE
ADAMTS4 	ADAM metallopeptidase with thrombospondin type 1 motif, 4 	RussLampel	DRUGGABLE GENOME
ADAMTS5 	ADAM metallopeptidase with thrombospondin type 1 motif, 5 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS5 	ADAM metallopeptidase with thrombospondin type 1 motif, 5 	GO, dGene	PROTEASE
ADAMTS5 	ADAM metallopeptidase with thrombospondin type 1 motif, 5 	RussLampel	DRUGGABLE GENOME
ADAMTS6 	ADAM metallopeptidase with thrombospondin type 1 motif, 6 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS6 	ADAM metallopeptidase with thrombospondin type 1 motif, 6 	GO, dGene	PROTEASE
ADAMTS6 	ADAM metallopeptidase with thrombospondin type 1 motif, 6 	RussLampel	DRUGGABLE GENOME
ADAMTS7 	ADAM metallopeptidase with thrombospondin type 1 motif, 7 	GO	CELL SURFACE
ADAMTS7 	ADAM metallopeptidase with thrombospondin type 1 motif, 7 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS7 	ADAM metallopeptidase with thrombospondin type 1 motif, 7 	GO, dGene	PROTEASE
ADAMTS7 	ADAM metallopeptidase with thrombospondin type 1 motif, 7 	RussLampel	DRUGGABLE GENOME
ADAMTS8 	ADAM metallopeptidase with thrombospondin type 1 motif, 8 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS8 	ADAM metallopeptidase with thrombospondin type 1 motif, 8 	GO	TRANSPORTER
ADAMTS8 	ADAM metallopeptidase with thrombospondin type 1 motif, 8 	GO, dGene	PROTEASE
ADAMTS8 	ADAM metallopeptidase with thrombospondin type 1 motif, 8 	RussLampel	DRUGGABLE GENOME
ADAMTS9 	ADAM metallopeptidase with thrombospondin type 1 motif, 9 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS9 	ADAM metallopeptidase with thrombospondin type 1 motif, 9 	GO, dGene	PROTEASE
ADAMTS9 	ADAM metallopeptidase with thrombospondin type 1 motif, 9 	RussLampel	DRUGGABLE GENOME
ADAMTSL1 	ADAMTS-like 1 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTSL1 	ADAMTS-like 1 	GO	PROTEASE
ADAMTSL2 	ADAMTS-like 2 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTSL2 	ADAMTS-like 2 	GO	PROTEASE
ADAMTSL3 	ADAMTS-like 3 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTSL3 	ADAMTS-like 3 	GO	PROTEASE
ADAMTSL4 	ADAMTS-like 4 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTSL4 	ADAMTS-like 4 	GO	PROTEASE
ADAMTSL5 	ADAMTS-like 5 	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTSL5 	ADAMTS-like 5 	GO	PROTEASE
ADC 	arginine decarboxylase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADCK1 	aarF domain containing kinase 1 	GO	KINASE
ADCK1 	aarF domain containing kinase 1 	GO, dGene	SERINE THREONINE KINASE
ADCK2 	aarF domain containing kinase 2 	GO	KINASE
ADCK2 	aarF domain containing kinase 2 	GO, dGene	SERINE THREONINE KINASE
ADCK3 	aarF domain containing kinase 3 	GO	KINASE
ADCK3 	aarF domain containing kinase 3 	GO, dGene	SERINE THREONINE KINASE
ADCK4 	aarF domain containing kinase 4 	GO	KINASE
ADCK4 	aarF domain containing kinase 4 	GO, dGene	SERINE THREONINE KINASE
ADCK5 	aarF domain containing kinase 5 	GO	KINASE
ADCK5 	aarF domain containing kinase 5 	GO, dGene	SERINE THREONINE KINASE
ADCY1 	adenylate cyclase 1 (brain) 	GO	DRUG RESISTANCE
ADCY1 	adenylate cyclase 1 (brain) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADCY10 	adenylate cyclase 10 (soluble) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADCY2 	adenylate cyclase 2 (brain) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADCY3 	adenylate cyclase 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADCY4 	adenylate cyclase 4 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADCY5 	adenylate cyclase 5 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADCY6 	adenylate cyclase 6 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADCY7 	adenylate cyclase 7 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADCY8 	adenylate cyclase 8 (brain) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADCY9 	adenylate cyclase 9 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADCYAP1 	adenylate cyclase activating polypeptide 1 (pituitary) 	GO	HORMONE ACTIVITY
ADCYAP1R1 	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADD1 	adducin 1 (alpha) 	GO	TRANSCRIPTION FACTOR BINDING
ADD3 	adducin 3 (gamma) 	GO	DRUG RESISTANCE
ADGB 	androglobin 	GO	PROTEASE
ADH1A 	alcohol dehydrogenase 1A (class I), alpha polypeptide 	GO	DRUG METABOLISM
ADH1A 	alcohol dehydrogenase 1A (class I), alpha polypeptide 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADH1B 	alcohol dehydrogenase 1B (class I), beta polypeptide 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADH1C 	alcohol dehydrogenase 1C (class I), gamma polypeptide 	HopkinsGroom	DRUGGABLE GENOME
ADH4 	alcohol dehydrogenase 4 (class II), pi polypeptide 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADH5 	alcohol dehydrogenase 5 (class III), chi polypeptide 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADH6 	alcohol dehydrogenase 6 (class V) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADH7 	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADIPOQ 	adiponectin, C1Q and collagen domain containing 	GO	DRUG RESISTANCE
ADIPOQ 	adiponectin, C1Q and collagen domain containing 	GO	HORMONE ACTIVITY
ADK 	adenosine kinase 	GO, HopkinsGroom	KINASE
ADK 	adenosine kinase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADM 	adrenomedullin 	GO	HORMONE ACTIVITY
ADM2 	adrenomedullin 2 	GO	HORMONE ACTIVITY
ADORA1 	adenosine A1 receptor 	GO	PHOSPHOLIPASE
ADORA1 	adenosine A1 receptor 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADORA1 	adenosine A1 receptor 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADORA2A 	adenosine A2a receptor 	GO	DRUG RESISTANCE
ADORA2A 	adenosine A2a receptor 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADORA2A 	adenosine A2a receptor 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADORA2B 	adenosine A2b receptor 	GO	CELL SURFACE
ADORA2B 	adenosine A2b receptor 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADORA2B 	adenosine A2b receptor 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADORA3 	adenosine A3 receptor 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADORA3 	adenosine A3 receptor 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADPGK 	ADP-dependent glucokinase 	GO	KINASE
ADRA1A 	adrenoceptor alpha 1A 	GO	DRUG RESISTANCE
ADRA1A 	adrenoceptor alpha 1A 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADRA1A 	adrenoceptor alpha 1A 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADRA1B 	adrenoceptor alpha 1B 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADRA1B 	adrenoceptor alpha 1B 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADRA1D 	adrenoceptor alpha 1D 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADRA1D 	adrenoceptor alpha 1D 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADRA2A 	adrenoceptor alpha 2A 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADRA2A 	adrenoceptor alpha 2A 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADRA2B 	adrenoceptor alpha 2B 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADRA2B 	adrenoceptor alpha 2B 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADRA2C 	adrenoceptor alpha 2C 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADRA2C 	adrenoceptor alpha 2C 	HopkinsGroom	DRUGGABLE GENOME
ADRB1 	adrenoceptor beta 1 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADRB1 	adrenoceptor beta 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADRB2 	adrenoceptor beta 2, surface 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADRB2 	adrenoceptor beta 2, surface 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADRB3 	adrenoceptor beta 3 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
ADRB3 	adrenoceptor beta 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADRBK1 	adrenergic, beta, receptor kinase 1 	GO, HopkinsGroom	KINASE
ADRBK1 	adrenergic, beta, receptor kinase 1 	GO, dGene	SERINE THREONINE KINASE
ADRBK1 	adrenergic, beta, receptor kinase 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ADRBK2 	adrenergic, beta, receptor kinase 2 	GO, HopkinsGroom	KINASE
ADRBK2 	adrenergic, beta, receptor kinase 2 	GO, dGene	SERINE THREONINE KINASE
ADRBK2 	adrenergic, beta, receptor kinase 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AEBP1 	AE binding protein 1 	GO	NEUTRAL ZINC METALLOPEPTIDASE
AEBP1 	AE binding protein 1 	GO, HopkinsGroom, dGene	PROTEASE
AEBP1 	AE binding protein 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AFAP1L2 	actin filament associated protein 1-like 2 	GO	TUMOR SUPPRESSOR
AFG3L2 	AFG3 ATPase family gene 3-like 2 (S. cerevisiae) 	GO	NEUTRAL ZINC METALLOPEPTIDASE
AFG3L2 	AFG3 ATPase family gene 3-like 2 (S. cerevisiae) 	GO, dGene	PROTEASE
AGBL1 	ATP/GTP binding protein-like 1 	GO	NEUTRAL ZINC METALLOPEPTIDASE
AGBL1 	ATP/GTP binding protein-like 1 	GO, HopkinsGroom, dGene	PROTEASE
AGBL1 	ATP/GTP binding protein-like 1 	HopkinsGroom	DRUGGABLE GENOME
AGBL2 	ATP/GTP binding protein-like 2 	GO	NEUTRAL ZINC METALLOPEPTIDASE
AGBL2 	ATP/GTP binding protein-like 2 	GO, HopkinsGroom, dGene	PROTEASE
AGBL2 	ATP/GTP binding protein-like 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AGBL3 	ATP/GTP binding protein-like 3 	GO	NEUTRAL ZINC METALLOPEPTIDASE
AGBL3 	ATP/GTP binding protein-like 3 	GO, HopkinsGroom, dGene	PROTEASE
AGBL3 	ATP/GTP binding protein-like 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AGBL4 	ATP/GTP binding protein-like 4 	GO	NEUTRAL ZINC METALLOPEPTIDASE
AGBL4 	ATP/GTP binding protein-like 4 	GO, HopkinsGroom, dGene	PROTEASE
AGBL4 	ATP/GTP binding protein-like 4 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AGBL5 	ATP/GTP binding protein-like 5 	GO	NEUTRAL ZINC METALLOPEPTIDASE
AGBL5 	ATP/GTP binding protein-like 5 	GO, HopkinsGroom, dGene	PROTEASE
AGBL5 	ATP/GTP binding protein-like 5 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AGK 	acylglycerol kinase 	GO	KINASE
AGK 	acylglycerol kinase 	GO	LIPID KINASE
AGPHD1 	aminoglycoside phosphotransferase domain containing 1 	GO	KINASE
AGRP 	agouti related protein homolog (mouse) 	GO	HORMONE ACTIVITY
AGT 	angiotensinogen (serpin peptidase inhibitor, clade A, member 8) 	GO	GROWTH FACTOR
AGT 	angiotensinogen (serpin peptidase inhibitor, clade A, member 8) 	GO	HORMONE ACTIVITY
AGT 	angiotensinogen (serpin peptidase inhibitor, clade A, member 8) 	GO, HopkinsGroom, dGene	PROTEASE INHIBITOR
AGT 	angiotensinogen (serpin peptidase inhibitor, clade A, member 8) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AGTPBP1 	ATP/GTP binding protein 1 	GO	NEUTRAL ZINC METALLOPEPTIDASE
AGTPBP1 	ATP/GTP binding protein 1 	GO, HopkinsGroom, dGene	PROTEASE
AGTPBP1 	ATP/GTP binding protein 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AGTR1 	angiotensin II receptor, type 1 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
AGTR1 	angiotensin II receptor, type 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AGTR2 	angiotensin II receptor, type 2 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
AGTR2 	angiotensin II receptor, type 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AGTRAP 	angiotensin II receptor-associated protein 	GO	G PROTEIN COUPLED RECEPTOR
AGXT2 	alanine--glyoxylate aminotransferase 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AGXT2L1 	alanine-glyoxylate aminotransferase 2-like 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AGXT2L2 	alanine-glyoxylate aminotransferase 2-like 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AHCY 	adenosylhomocysteinase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AHCYL1 	adenosylhomocysteinase-like 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AHCYL2 	adenosylhomocysteinase-like 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AHR 	aryl hydrocarbon receptor 	GO	NUCLEAR HORMONE RECEPTOR
AHR 	aryl hydrocarbon receptor 	GO	TRANSCRIPTION FACTOR BINDING
AHR 	aryl hydrocarbon receptor 	GO	TRANSCRIPTION FACTOR COMPLEX
AHSG 	alpha-2-HS-glycoprotein 	GO	PROTEASE INHIBITOR
AIF1 	allograft inflammatory factor 1 	GO	TUMOR SUPPRESSOR
AIFM1 	apoptosis-inducing factor, mitochondrion-associated, 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AIFM2 	apoptosis-inducing factor, mitochondrion-associated, 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AIFM3 	apoptosis-inducing factor, mitochondrion-associated, 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AIM2 	absent in melanoma 2 	GO	DRUG RESISTANCE
AIP 	aryl hydrocarbon receptor interacting protein 	GO	TRANSCRIPTION FACTOR BINDING
AIP 	aryl hydrocarbon receptor interacting protein 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AIPL1 	aryl hydrocarbon receptor interacting protein-like 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AJUBA 	ajuba LIM protein 	GO	TRANSCRIPTION FACTOR COMPLEX
AK1 	adenylate kinase 1 	GO	KINASE
AK1 	adenylate kinase 1 	GO	TUMOR SUPPRESSOR
AK2 	adenylate kinase 2 	GO	KINASE
AK3 	adenylate kinase 3 	GO	KINASE
AK4 	adenylate kinase 4 	GO	KINASE
AK5 	adenylate kinase 5 	GO	KINASE
AK7 	adenylate kinase 7 	GO	KINASE
AK8 	adenylate kinase 8 	GO	KINASE
AKAP13 	A kinase (PRKA) anchor protein 13 	GO	KINASE
AKAP13 	A kinase (PRKA) anchor protein 13 	GO	SERINE THREONINE KINASE
AKAP2 	A kinase (PRKA) anchor protein 2 	GO	KINASE
AKAP8 	A kinase (PRKA) anchor protein 8 	GO	KINASE
AKAP9 	A kinase (PRKA) anchor protein (yotiao) 9 	GO	KINASE
AKD1 	adenylate kinase domain containing 1 	GO	KINASE
AKR1A1 	aldo-keto reductase family 1, member A1 (aldehyde reductase) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR1B1 	aldo-keto reductase family 1, member B1 (aldose reductase) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR1B10 	aldo-keto reductase family 1, member B10 (aldose reductase) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR1B15 	aldo-keto reductase family 1, member B15 	HopkinsGroom	DRUGGABLE GENOME
AKR1C1 	aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR1C2 	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III) 	GO	G PROTEIN COUPLED RECEPTOR
AKR1C2 	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR1C3 	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II) 	GO	G PROTEIN COUPLED RECEPTOR
AKR1C3 	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR1C4 	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4) 	GO	TRANSPORTER
AKR1C4 	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR1CL1 	aldo-keto reductase family 1, member C-like 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR1D1 	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR1E2 	aldo-keto reductase family 1, member E2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR7A2 	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR7A3 	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKR7L 	aldo-keto reductase family 7-like 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKT1 	v-akt murine thymoma viral oncogene homolog 1 	GO	TUMOR SUPPRESSOR
AKT1 	v-akt murine thymoma viral oncogene homolog 1 	GO, HopkinsGroom	KINASE
AKT1 	v-akt murine thymoma viral oncogene homolog 1 	GO, dGene	SERINE THREONINE KINASE
AKT1 	v-akt murine thymoma viral oncogene homolog 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKT2 	v-akt murine thymoma viral oncogene homolog 2 	GO	TUMOR SUPPRESSOR
AKT2 	v-akt murine thymoma viral oncogene homolog 2 	GO, HopkinsGroom	KINASE
AKT2 	v-akt murine thymoma viral oncogene homolog 2 	GO, dGene	SERINE THREONINE KINASE
AKT2 	v-akt murine thymoma viral oncogene homolog 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
AKT3 	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma) 	GO, HopkinsGroom	KINASE
AKT3 	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma) 	GO, dGene	SERINE THREONINE KINASE
AKT3 	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALCAM 	activated leukocyte cell adhesion molecule 	GO	CELL SURFACE
ALCAM 	activated leukocyte cell adhesion molecule 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ALDH16A1 	aldehyde dehydrogenase 16 family, member A1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH18A1 	aldehyde dehydrogenase 18 family, member A1 	GO	KINASE
ALDH18A1 	aldehyde dehydrogenase 18 family, member A1 	HopkinsGroom	DRUGGABLE GENOME
ALDH1A1 	aldehyde dehydrogenase 1 family, member A1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH1A2 	aldehyde dehydrogenase 1 family, member A2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH1A3 	aldehyde dehydrogenase 1 family, member A3 	GO	DRUG RESISTANCE
ALDH1A3 	aldehyde dehydrogenase 1 family, member A3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH1B1 	aldehyde dehydrogenase 1 family, member B1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH1L1 	aldehyde dehydrogenase 1 family, member L1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH1L2 	aldehyde dehydrogenase 1 family, member L2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH2 	aldehyde dehydrogenase 2 family (mitochondrial) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH3A1 	aldehyde dehydrogenase 3 family, member A1 	GO	DRUG RESISTANCE
ALDH3A1 	aldehyde dehydrogenase 3 family, member A1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH3A2 	aldehyde dehydrogenase 3 family, member A2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH3B1 	aldehyde dehydrogenase 3 family, member B1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH3B2 	aldehyde dehydrogenase 3 family, member B2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH4A1 	aldehyde dehydrogenase 4 family, member A1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH5A1 	aldehyde dehydrogenase 5 family, member A1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH6A1 	aldehyde dehydrogenase 6 family, member A1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH7A1 	aldehyde dehydrogenase 7 family, member A1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH8A1 	aldehyde dehydrogenase 8 family, member A1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDH9A1 	aldehyde dehydrogenase 9 family, member A1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALDOB 	aldolase B, fructose-bisphosphate 	GO	DRUG RESISTANCE
ALK 	anaplastic lymphoma receptor tyrosine kinase 	GO	SERINE THREONINE KINASE
ALK 	anaplastic lymphoma receptor tyrosine kinase 	GO, HopkinsGroom	KINASE
ALK 	anaplastic lymphoma receptor tyrosine kinase 	GO, dGene	TYROSINE KINASE
ALK 	anaplastic lymphoma receptor tyrosine kinase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ALKBH1 	alkB, alkylation repair homolog 1 (E. coli) 	GO	DNA REPAIR
ALKBH2 	alkB, alkylation repair homolog 2 (E. coli) 	GO	DNA REPAIR
ALKBH3 	alkB, alkylation repair homolog 3 (E. coli) 	GO	DNA REPAIR
